Title,Location,Company,Salary,Sponsored,Description
Data Analyst,"Chennai, Tamil Nadu",Sagitec,None,Organic,"Data Scientist who is passionate about data and wants to apply machine learning techniques to solve problems for our customers. This person is expected to be proficient in the exploration and understanding of structured and unstructured data, machine learning techniques, statistical modeling methods, predictive analytics, anomaly detection, and supervised and unsupervised learning. The successful candidate will work with stakeholders to leverage data to solve critical business problems in the Benefits Administration domain.
The Data Scientist will work on all aspects of the design, development, and delivery of machine learning-enabled solutions including problem definition, data acquisition, data exploration, feature engineering, experimenting with various ML algorithms, evaluating metrics, deploying models and iteratively improving the total solution.
Duties & Responsibilities
Formulate a meaningful hypothesis that is relevant to the business objectives.
Design and train models for use in production environments.
Mine structured and unstructured data for patterns.
Utilize data from databases, Web scraping, public datasets, historians, and/or data lakes.
Rigorously build, analyze, and compare machine learning or statistical models; there is a strong emphasis on programming using the most popular machine learning languages such as Python, R, Microsoft R, TensorFlow, PyTorch, SciPy, Encog, etc.
Work with application developers to develop data-analytics products that are deployed to end-users as part of packaged solutions.
Visualize and report findings of deployed data analytics solutions to provide insights to the organization and our customers.
Deploy machine learning model and integrate model predictions in business
Setup infrastructure for machine learning, model deployment including commissioning or ML-Servers and Server Configuration
Deploy CI/CD framework to frequently deliver code/features to production
Qualifications
Experience & Education
Required
M.S. or higher in Mathematics, Statistics, or Computer Science with significant experience in data analytics and Model Building.
Preferred
5+ years experience is preferred.
Knowledge, Skills, & Ability
Required
Expertise in predictive modeling, machine learning and statistics.
Software development skills in one or more high level languages (Python/Java/R/Scala).
Experience using one or more of the following common ML software packages: scikit-learn, TensorFlow, NumPy, pandas, jupyter.
Well-versed in machine learning algorithms and their suitability for solving various problems: Regression, Bayesian, Support Vector Machines, Decision Trees, Random Forest, Clustering, Neural Networks.
Experience in using SQL/No SQL databases is an advantage
Experience working in Windows/Linux is an advantage
Experience with Big Data technologies is an advantage (Hadoop, Hive, Spark, Cassandra).
Experience with building and deploying data pipelines
Good critical thinking, technical, data collection and user interviewing skills.
Ability to work as a team member in a fast-paced environment.
Experience With Agile Software Development Processes Is Preferred.
Experience with Cloud service offerings from AWS, Azure or GCP is a plus.
Preferred
Knowledge of DataOps.
Knowledge of data versioning tools such as git, DVC
Knowledge of ML environments such as MLflow, databricks
Knowledge of ML deployment tools such as Kubeflow, Kubernetes."
Job Opening for Machine Learning,"Mumbai, Maharashtra",ICS Consultancy Services,"₹10,00,000 - ₹25,00,000 a year",Organic,"Roles and responsibilities for Job Opening for Machine Learning
: Role : Researcher Role Description : Manages deliverables for s global business-facing sourcing and research capability providing exceptional research expertise and unique industry knowledge. Required to develop points of view which identify business opportunities for the Operating Groups and Service Lines. Deliver research primarily utilizing an extensive range of online and other research sources. Must have Skills : Machine Learning Good to Have Skills : Product Development Management, Research, Artificial Intelligence Job Requirements : 1:Responsibilities:a: Perform extensive applied research on Machine learning deep learning, Computer Vision, text processing NLP, speech processing virtual agent technologies b: Provide modeling guidance on Machine learning deep learning, Computer Vision, text processing NLP, speech processing virtual agent technologies to a team of developers team leads c: Work with Developers Team leads to translate research papers to working prototype design models using AI technologies define actionable insights in an agile environment 2: Professional Experience: a: 6-8 years full time design algorithmic experience in AI technologies, ability to develop interpret algorithms models knowledge in programming ML languages like Java, Scala, Python, R 3: Educational Qualification: a: Graduate or post graduate degrees B Stat/M Stat/ B Tech/B E/Post Graduate/Diploma in Data Science etc from premier institutes preferred
Job Details
Job Role
: All Roles
Industry Sector
: IT-Software/Software Services
Functional Area
: All Functions
Desired Profile
Profile Description
:N/A
Experience
: 3 - 10 (Years)
.
.
Education Details
UG Course
: B.Tech/B.E
UG Specialization
: N/A
PG Course
: M.Tech
PG Specialization
: N/A"
Senior Data Scientist,"Hyderabad, Telangana",TCPWave,None,Organic,"Salary
DOE
Number of positions
1
Description
A senior data scientist will assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need. And, use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help customers build DL models.
Minimum Qualification
A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
7+ years of industry experience in predictive modelling, data science and analysis.
Technical Skills
Experience using Python and/or R and SparkML.
Experience using ML libraries, such as scikit-learn, caret, mlr, mllib
Experience working with GPUs to develop models.
SQL
Responsibilities
Experience giving data presentations."
Director- Big data and Machine Learning,"Bengaluru, Karnataka",Michael Page,None,Organic,"Apply
share this job
Email Job
Save Job
Opportunity to be a part of the Research lab of one of the leading FS firm
Opportunity to lead the Big Data and Machine Learning initiatives in FS firm
About Our Client
Our client is a global Financial services firm planning to expand their Big data and Machine Learning capabilities and are looking for candidates who come with rich experience in Machine Learning, Deep Learning, Data Science, Data Mining, Information Retrieval, High Performance Computing and related technical areas. The team is working on challenging research problems with real life relevance pertaining to progress the state of the art in science and develop products to solve business problems for the institution.
Job Description
As Director- Big data and Machine Learning, you will:
Develop new innovative technology solutions to business problems and demonstrate research solutions and prototypes
Transform research prototypes to products in collaboration with engineering teams and demonstrate quantifiable business benefits
Actively contribute to relevant scientific communities by publishing scholarly articles and invention disclosures, attending conferences and delivering presentations
Identify new research opportunities and spearhead innovation opportunities for the company
Develop strong collaborations with colleagues from global modelling and engineering teams as well as partners from business groups in areas of mutual interest
Pursue breakthrough research in a challenging and stimulating environment and demonstrate thought leadership
The Successful Applicant
As a successful candidate for Director- Big data and Machine Learning, you should have:
At least 8 years of experience in all areas of Machine Learning and expertise in selected topics such as unsupervised and supervised techniques, active learning, transfer learning, neural models, reinforcement learning, graphical models, Gaussian processes, Bayesian models, ertise in one or more of the following areas: Machine Learning, Deep Learning, Data Science, High Performance Computing, Algorithms
Experience of solving practical problems by developing novel techniques pertaining to above areas. Track record of deploying solution leading to business and societal benefits would be hugely favoured.
Strong programming and coding experience in languages such as R, Python, C, C++, Java; experience on hadoop/ other large scale distributed computing platforms is desirable
Strong track record of creation of intellectual property i.e. patents and papers in reputed conferences and journals - especially for senior positions.
Qualification and experience: Ph.D., Masters and UGs in Computer Science / Electrical Engineering / Operations Research / Statistics/ Mathematics from institutes of global repute.
What's on Offer
Opportunity to be lead the Big data and Machine Learning team for a leading global Financial Services institution"
Data Scientist,"Bengaluru, Karnataka",Maximus Human Resources,None,Organic,"About Us :
At Maximus, we understand the significance of blending business processes and technology with human values. Started in 2007, we recruited for Sales and Marketing and Advertising Industries. Over the period, we have entered into IT, ITES and ERP sectors, across all levels. And now we recruit across various industries for multinational corporations. We spend time and effort in meeting and understanding our Clients, their requirements, and job specifications. On the other hand we recognize the core competencies of the aspirants, counsel them into making the right career move. Our support goes beyond the stated minimum guidelines and our approach is end to end.
About Company :
The company is a world leader in Precision Medicine and the global pioneer of Therapy Response Index (TRI). We help physicians and payers navigate to the most efficacious, cost-effective treatments for patients in a transparent and timely manner. Companys’ key therapeutic areas are oncology, immunology, dermatology and infectious diseases. Its’ unique biosimulation platform is a unified representation of biological knowledge, curated from heterogeneous datasets, capable of accurately modeling the response of patients to drug therapies. Founded in 2005 and backed by Artiman Ventures and Sequoia Capital, Company has the world’s strongest trans-disciplinary team of molecular biologists, cellular pathway modelers, and internet software technologists working towards a common goal – attacking serious diseases to improve the lives of patients.
Roles and Responsibility :
Data Scientist
Requirements and Qualification:
Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software
architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java and R
Familiarity with machine learning frameworks (like Keras or PyTorch)
and libraries (like scikit-learn). Understanding of algorithms like KNN,
Naive Bayes , SVM , Decision Forests etc
Experience with data visualization tools like D3.js , Ggplot etc is
desired .
Knowledge of databases like MYSQL , NOSQL is desired .
Excellent communication skills
Ability to work in a team with data oriented personality
Outstanding analytical and problem-solving skills
B.Tech/B.E in Computer Science or similar field; Master?s degree is a
plus
Duties and Responsibilities:
Study and transform data science prototypes . Selecting features ,
building and optimizing classifiers using machine learning
techniques .
Data mining using state of art methods
Research and implement appropriate ML algorithms and tools
Select appropriate data sets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field

Recruiter Name : Madhuri
Recruiter Number : 9113636092
Recruiter Email Id : Madhuri@maximusindia.co.in"
Machine Learning Science Leader,India,CareerXperts,None,Organic,"Passionate about Big Data, Machine Learning and Predictive Software? Interested in leading new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?
We are looking for a dynamic Machine Learning science leader to found and head the Data Science function in Bengaluru. As Head of Data Sciences, you will lead a high performing team of scientists and engineers in the development of innovative and rigorous Machine Learning techniques that advance Machine Learning technology for advertising and convert to high impact solutions for the business.
Major responsibilities:
Recruit, coach, and manage a team of scientists and data science engineers, lead cutting-edge research projects, and influence the technical direction of the Ads business.
Innovate and leverage machine learning, data mining and statistical techniques to create new, scalable solutions for business problems
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Formulate and test hypotheses, extract signals from peta-byte scale, unstructured data sets, and ensure that our display advertising business delivers the highest standards of performance
Collaborate with distributed cross-functional teams on common goals.
Experience
6 + years , Start-up / Entrepreneurial experience preferred.
Qualification
MSc or PhD in CS, Machine Learning, Operational research, Statistics or in a highly quantitative field. (PhD preferred).
4+ years of industrial experience in machine learning and predictive modeling, including 2+ years experience in leading junior team members and guiding them on machine learning and data modeling applications.
Proficient in Java, C/C++, or Python (or similar scripting language).
Proficient in R, Matlab, or another statistical software.
Strong communication and data presentation skills.
Preferred Qualifications:
7+ years of industrial experience in predictive modeling and analysis, predictive software development.
Experience handling gigabyte and terabyte size datasets.
Experience working with advertising, retail or e-commerce data.
Experience working with distributed systems and grid computing.
Experience working with distributed teams.
Publications or presentation in recognized Machine Learning and Data Mining journals/conferences."
Senior Data Scientist,"Bengaluru, Karnataka",GSN Games,None,Organic,"Looking for Women in Data Science

GSN Games is looking for a Senior Data Scientist to join our team in Bangalore!
About The Analytics & Data Science Team:
Our incredibly talented team provides the data, analytics, and algorithms necessary to make GSN Games a fun and rich experience for players.
What You’ll Do
The GSN Data Science team delivers machine-learning based tools, products and insights that help to move the needle in the business of our games. You will lead a team of Data Scientists and collaborate with other members of the Data Engineering and Data Analytics teams to conceptualise, develop and roll-out ML-based products and features to help games grow and make our games more fun. This is an exceptional opportunity to apply Data Science, Software Engineering, and organizational skills to drive actionable insights across a portfolio of games.
You will:
Collaborate with other data scientists and data analysts to build, tune, and optimize machine learning models to optimize all aspects of the business.
Partner with studios to solve business-critical questions. Sometimes these questions are brought to us, and sometimes we bring these questions to the game teams.
Proactively explore the data to find new insights and opportunities for growth and optimization.
Help develop best practices with data and analytic techniques across the game studios.
Keep up with industry trends and developments, and make sure our technologies are cutting edge.
About You
3 to 5 years experience working as a data scientist developing Machine Learning based products.
Strong background in probability, statistics, and machine learning.
Fluent in Python
Strong software engineering skills, including distributed systems, data pipelines, machine learning production systems, and scaling solutions.
Working knowledge of AWS and/or GCP.
Strong hands-on experience with SQL.
Experience with A/B testing and other forms of causal inference, and good skills in data visualization.
Excellent communication skills.
BS in a quantitative field such as math, physics, economics, or computer science (MS preferred)
Bonus points for experience in games."
Field Application Scientist - Pharma Analytics,"Pune, Maharashtra",Thermo Fisher Scientific,None,Organic,"Job Title: Field Application Scientist - Pharma Analytics
Job Location: Bengaluru / Hyderabad / Pune / Mumbai / Ahmedabad
About Company:
Thermo Fisher Scientific Inc. is the world leader in serving science, with revenues of more than $25 billion and approximately 75,000 employees globally. Our Mission is to enable our customers to make the world healthier, cleaner and safer. We help our customers accelerate life sciences research, solve complex analytical challenges, improve patient diagnostics, deliver medicines to market and increase laboratory productivity. Through our premier brands – Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services – we offer an unmatched combination of innovative technologies, purchasing convenience and comprehensive services.
About Team:
Life Sciences Solutions Group - Bioproduction
Role &amp; Responsibilities
Purpose of the Role:
Field Application Scientist (FAS) – Pharma Analytics is a technical role and involves training customers on Thermo Fisher Scientific SEQ rapid molecular methods for pharmaceutical manufacturing to help ensure the quality and safety of pharmaceutical products, especially when accuracy and time-to-results are critical. The SEQ assays are developed for multiple platforms, including but not limited to Q- PCR, thermal cyclers, CE – genetic analyzers, Next Gen sequencing, sample preparation and automation platforms. For their targeted applications using the specific SEQ assays the FAS should be well aware of bioprocessing workflow for vaccine and biosimilar mAbs, r-proteins , Cell and gene therapy as well as regulatory expectations to provide guidance to customers based on regional US-FDA and EU lot release testing guidelines for contamination and impurity testing . FAS is also expected to support the sales team and the customer during the purchase process, to help the customer chose the most appropriate products for their R&amp;D and manufacturing projects. FAS is expected to actively participate in various seminars, scientific discussions (pre &amp; post sale), proof of concept studies and product training for external &amp; internal (commercial team) customers.
Responsibilities
Provide training on site as well as in house lab facilities on SEQ solutions and participate in pre-sales discussions, conferences, meetings.
Drive customer workshop for customers in South Asia (India, Bangladesh, Sri Lanka, Nepal)
Responsible for imparting knowledge transfer to customer related to workflows in DNA / RNA analysis, DNA Sequencing, REAL TIME (Q- PCR) and ancillary procedures.
Troubleshooting and In-depth Analysis -in case of any deviations from normal data are part of the necessary skill set for FAS role.
Provide remote support to users- either by telephonic / chats or email communications.
Provide post sales support to commercial teams.
Provide Customer support on quality issues by resolving customer complaints for SEQ products and escalation to Global BU and manufacturing teams via appropriate channels
Support to internal teams as and when required.
Responsible for delivering revenue targets for business area of responsibility and have budgetary responsibility for marketing spends in the region.
Desired Experience:
Must have 5 – 8 years of experience in working with customers and supporting demos, evaluations and validation studies
Demonstrated experience in driving for continuous improvement of processes
Willingness to be flexible and adaptable in a complex, matrixed environment
Able to adapt quickly to changing needs caused by time, budget, or business constraints
Comfortable working in a fast-paced environment
Strong communication and presentation skills are essential
Experience gathering VOC and utilizing CRM tools
Multidisciplinary background preferred having qPCR experience. NGS, CE, and sample extraction platform experience preferred. Protein detection experience (e.g. ELISA) a plus.
Preferred Skills:
Experience in working with regulated (GMP) customers
Experience in QC lot release testing and assay development
Demonstrated experience communicating and coordinating work across functions, cultures, and time zones
At Thermo Fisher Scientific, each one of our 75,000 extraordinary minds has a unique story to tell. Apply today http://jobs.thermofisher.com.
Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status."
Data Analyst,"Bengaluru, Karnataka",Rockstar Games,None,Organic,"At Rockstar Games, we create the games we would want to play ourselves.
A career at Rockstar is about being part of a team working on some of the most creatively rewarding, large-scale projects to be found in any entertainment medium. You would be welcomed to a friendly, inclusive environment where you can learn, and collaborate with some of the most talented people in the industry.
Rockstar India is on the lookout for talented Data Analyst who possess a passion for Game Analytics. This is a full-time permanent position based out of Rockstar's unique game development studio in Bangalore.
WHAT WE DO
The Rockstar Player Insights & Analytics team provides insights and actionable results to a wide variety of stakeholders across the organization in support of their decision making.
We work together with a number of departments to design and implement data and pipelines.
We collaborate as a global team to develop cutting-edge data pipelines, data products, data models, reports, analyses and machine learning applications.
RESPONSIBILITIES
Analyze, synthesize, and interpret product and player data to determine observations and trends.
Monitor and maintain the health of our dashboards, data sources, and data collection systems.
Collaborate with game and development teams to ensure that the implementation of metrics corresponds to the observed values.
Contribute to the development and enhancement of the data collection systems.
Drive requirements for data collection and for data modeling with data engineers.
Document new and modified data sources, tables, fields, reports, and dashboards.
QUALIFICATIONS
Minimum 4+ years in a similar position or a position requiring data preparation, data validation, and report building and monitoring.
Bachelor's degree in Computer Science, Engineering, Statistics, or related field.
SQL knowledge and hands-on experience is a must.
Demonstrated analytical ability, problem-solving skills, and entrepreneurial spirit in a results-oriented environment.
Expertise, aptitude, or prior background understanding complex and large data sets.
History of seeking and acting on opportunities to improve data documentation, upgrade processes and reports, or increase data quality.
Excellent written and verbal communication skills with the ability to express thoughts logically and succinctly.
Strong team spirit and dynamic team player.
PLUSES
Please note these are desired skills and not required to apply for the position.
Experience with Hadoop and/or Impala.
Advanced SQL skills, programming experience, fluency in R and/or Python.
Experience with statistical techniques and big data.
Basic understanding of data warehousing, data modeling concepts, and database documentation.
Game industry experience and passion for Rockstar Games strongly preferred.
HOW TO APPLY
Please apply with a CV and cover-letter demonstrating how you meet the skills above. If we would like to move forward with your application, a Rockstar recruiter will reach out to you to explain next steps and guide you through the process.
Rockstar is proud to be an equal opportunity employer, and we are committed to hiring, promoting, and compensating employees based on their qualifications and demonstrated ability to perform job responsibilities.
If you've got the right skills for the job, we want to hear from you. We encourage applications from all suitable candidates regardless of age, disability, gender identity, sexual orientation, religion, belief, or race."
Data Scientist,"Pune, Maharashtra",GridEdge Technologies,None,Organic,"Job Description
We are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company’s data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner.
Creating automated anomaly detection systems and constant tracking of its performance.
Required Skills
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Perl, Python, SparkML, Weka, NumPy, MatLab, etc.
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig.
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase.
Experience with Hadoop or similar distributed computing and storage platforms.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills.
Exceptional analytical abilities,creativity and attention to details.
Good organizational and problem solving skills.
Good team player who is a self-starter and well organized.
Strong oral and written communication skills.
Required Education
Graduate degree in Math, Statistics, Computer Science, or other quantitative discipline.
Please email your resume to careers@gtpltech.com"
Bioinformatics Analyst,"Chennai, Tamil Nadu",PerkinElmer,None,Organic,"PerkinElmer is a global technology leader driving growth and initiative in the Environmental and Human Health Science markets. The company is a leading force in the development, production, marketing, servicing, and supporting of laboratory instrumentation and ancillary services throughout the world.
PerkinElmer Genomics is one of the world’s largest providers of newborn screening services, and offers comprehensive genetic testing solutions that help provide insight into the complex nature of rare and inherited diseases. The PerkinElmer DNA Sequencing Services business provides state of the art DNA/RNA measurement services. We are looking for an innovative Bioinformatics Analyst to utilize bioinformatics tools to analyze clinical data generated in our highly advanced DNA sequencing center.
This person will work closely with our bioinformaticians in the United States to process and manage Next Generation Sequencing (NGS) data, as well as other molecular testing data such as Sanger and MLPA. There are also opportunities for the Bioinformatics Analyst to develop new data processing pipelines, software applications, databases and custom scripts. Additional responsibilities include exploring and/or evaluating state of the art bioinformatics tools, maintaining sample tracking logs and delivering results to customers.
Required Skills:
Bachelor or Master degree in bioinformatics, biostatistics, computer sciences or equivalent in Life Sciences discipline.
Programming skills and proficient in programming languages including Perl/Python, R, SQL and shell scripting.
Preferred Qualifications:
Experience in building and delivering NGS data analysis pipelines and software applications is a plus.
Strong programming skills and proficient in programming languages including Perl/Python, R, SQL and shell scripting.
Strong oral and written communication and interpersonal skills required.
Ability to work independently as well as work with others in a team.
Experience in working in a clinical laboratory environment."
Senior Data Scientist and Machine Learning Engineer,"Bengaluru, Karnataka",McAfee,None,Organic,"Job Title:
Senior Data Scientist and Machine Learning Engineer

Location:
India, Bangalore
Role Overview:
McAfee is looking for an experienced data scientist to work on our next-gen threat assessment platform. You will work with experienced developers, security researchers and data scientists to understand and implement solutions to the problems found in today’s fast-changing security landscape. You will also work with development teams in Oregon, UK and India as they maintain and extend our existing classification systems.

Company Overview
From device to cloud, McAfee provides market-leading cybersecurity solutions for both business and consumers. We help businesses orchestrate cyber environments that are truly integrated, where protection, detection, and correction of security threats happen simultaneously. For consumers, McAfee secures your devices against viruses, malware, and other threats, both at home and away. We want to continue to shape the future of cybersecurity by working together to build best in class products and solutions.
About the role:
You will collect and analyse data to spot trends and help us face the challenges of an evolving security landscape.
Design, debug and test complex software in the field of data science.
Manipulate large volumes of data, create new solutions for data collection, usage and malware classification. Work with team members (developers and malware researchers) to develop and review designs and requirements to analyse data and build ML models.
Knowledge of security practises, procedures and capabilities to perform non-repetitive, work. You will report to the Engineering Manager.
About You:
You have the following required skills:
Display understanding of and ability to use programming languages: C++, Python, C#, and SQL. Have a knowledge of security research (malware analysis tools, filetypes), statistics, programming, data mining, machine learning, algorithms and advanced mathematics.
Have ability to think and research creatively. Create“stories” told by the data and presents them to other scientists.
5+ years’ experience working in security research, data mining or natural language processing. Use predictive modelling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect and explore insights from structure and unstructured data .
Develop software, algorithms and applications to apply mathematics to data, perform large-scale experimentation and build data-driven apps to translate data, solve a variety of business problems and ensure strategy. Assist business with casual inferences & observations with finding patterns , relationships in data.
Have understanding of internal business segment (partners).
Typically requires expertise in relational database structures, research methods, machine learning, Cloud-based technologies, Big Data technologies (i.e. Hadoop , HBase, Lucene/Solr), analytics packages (i.e. R, Mahout, Matlab, Octave, Weka), scripting languages (i.e. Python, Perl), programing languages (i.e. Java, C/C++, SQL).
Typically have advanced degree in Computer Science, Mathematics, Machine Learning, Operation Research, and Statistics or equivalent expertise.
Company Benefits and Perks:
We work hard to embrace diversity and inclusion and encourage everyone at McAfee to bring their authentic selves to work every day. We offer a variety of social programs, flexible work hours and family-friendly benefits to all of our employees.
Pension and Retirement Plans
Medical, Dental and Vision Coverage
Paid Time Off
Paid Parental Leave
Support for Community Involvement
We're serious about our commitment to diversity which is why McAfee prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status.
Job Type:
Experienced Hire
Primary Location:
India, Bangalore

Additional Locations:"
"Senior Data Scientist (Data Analysis, Machine Learning)","Mumbai, Maharashtra",HERE Technologies,None,Organic,"What's the role?:
At HERE Technologies in Automotive Product Engineering organization, we are looking for highly skilled, self-motivated, Sr/Lead Data Scientist who is passionate about innovating and developing machine learning and data analytics solutions to build our industry-leading map. We provide the opportunity to collaborate with an energetic and dedicated team that works on cutting-edge technology to create tools and services. The candidate will work with researchers, developers, architects, IT to develop, deploy, and maintain applications in multiple environments.

What You’ll Get:
Challenging problems to solve
Opportunities to learn cool new things
Work that makes a difference in the world
Freedom to decide how to perform your work
Variety in the types of projects
Feedback so you will know how well you are doing
Collaborative, Supportive Colleagues
Responsibilities:
Help design and build the next iteration of process automation in HERE Content Engineering employing a highly scalable Big Data infrastructure and machine learning as applied to global-scale digital map-making.
Build and test analytic and statistical models to improve a wide variety of both internal data-driven processes for map-making data decisions and system control needs.
Act as an expert and evangelist in areas of data analysis, machine learning, statistics, and predictive analysis and modeling.
Function as a predictive modeling or application team lead.
Who are you?:
MS or PhD in a discipline such as Statistics, Applied Mathematics, Computer Science, Data Science, or others with an emphasis or thesis work on one or more of the following areas: statistics/science/engineering, data analysis, machine learning, computational geometry, and image processing.
5+ years related, professional experience.
Knowledge of data mining and analytic methods such as regression, classification, clustering, association rules, decision trees, Bayesian network analysis, etc. expert-level knowledge in one or more of these areas.
Proficiency with a statistical analysis package and associated scripting language such as Python, C++, R, Matlab, SAS, etc.
Programming experience with SQL, shell script, Python, etc.
Knowledge of and ideally some experience with Cloud platform such as AWS, and the tools such as Pig, Hive, etc., for working with big data in Hadoop and/or Spark for data extraction and data prep for analysis.
Experience with and demonstrated capability to effectively interact with both internal and external customer executives, technical and non-technical to explain uses and value of predictive systems and techniques.
Demonstrated proficiency with understanding, specifying and explaining predictive modeling solutions and organizing teams of other data scientists and engineers to execute projects delivering those solutions.

Preferred Qualifications:
Development experience with C++/Python/Shell Script
Development experience with Docker
Development experience with GIS data
Development experience with Relational Database/ NoSQL Database""

What we Offer
We will support you in delivering your day to day tasks and achieving your personal goals and develop your skills. Personal development is highly encouraged at HERE. You can take different courses and trainings at our online University and join cross-functional team projects within our Talent Platform. Our office is located with easy access by public transportation options. So, what are you waiting for? Apply now and make HERE your destination. We are just getting started...!

HERE is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, age, gender identity, sexual orientation, marital status, parental status, religion, sex, national origin, disability, veteran status, and other legally protected characteristics.

Make HERE your destination, we are just getting started! Apply now!
Who are we?:
Ever checked in somewhere on social media? Ever tracked your online orders? You might be using HERE Technologies every single day without even realizing it. You can find us everywhere: in vehicles, smartphones, drones or third-party apps. We believe that with the right people, we will continue to be a game-changer in the technology industry and improve the daily lives of people around the world. Find out more by clicking the video below or going HERE."
Machine Learning part time job/internship at Pune,"Pune, Maharashtra",SkillBit,"₹5,000 a month",Organic,"About the company:
SkillBit is a leading staffing and recruitment company engaged in talent searching assignments for skilled and talented candidates for the industry.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Analyzing data, developing predictive algorithms, designing, and recommending code algorithms using advanced machine learning algorithms 2. Designing, developing, and testing sales recommendation solutions 3. Performing explanatory data analysis 4. Preparing & analyzing data and identifying patterns
Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 11th Aug'20 and 15th Sep'20
are available for duration of 1 month
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 6
Categories: Machine Learning,Data Science"
