Title,Location,Company,Salary,Sponsored,Description
Data Scientist - Global Contextual Advertisiting Brand,"Mumbai, Maharashtra",Michael Page,None,Organic,"Apply
share this job
Email Job
Save Job
One of the world's leading company in the Contextual Advertising space
Develop new data sciences capabilities in the AdTech space
About Our Client
Our client is one of the world's leading companies in the Contextual Advertising space that provides a wide range of advertising and traffic monetization solutions. It serves contextual real-time ads customised for each visitor and each page view across billions of visitors across millions of sites/domains.
Job Description
The key responsibilities of Data Scientist would be:
Understand business requirements, analyse and extract relevant information from large amounts of historical data
Apply knowledge of Information retrieval, NLP, Machine Learning and Deep Learning to build prototype solutions and implement the same
Help design appropriate model performance metrics and create reports to track the same
Work with engineering team to identify areas of improvement, jointly develop research agenda and execute on the same using cutting edge algorithms and tools
The Successful Applicant
As a successful candidate for Data Scientist Role, you should have
PhD/Research Degree or equivalent in Computer Science, Statistics, Artificial Intelligence, Machine learning, Operations Research or related field
3 - 6 years of experience in building Machine Learning/NLP/AI/Information Retrieval models
Extensive knowledge and practical experience in machine learning, data mining, artificial intelligence, statistics
Hands on expertise in scientific programming languages (R/Python/MATLAB)
Experience with Apache Spark is desired
Excellent analytical and problem-solving abilities along with verbal & written communication skills
What's on Offer
An opportunity to build innovative solutions for a leading Contextual Advertising firm based out of Mumbai."
Data Scientist / Sr. Data Scientist,"Vadodara, Gujarat",Piramal Glass Limited,None,Organic,"Did you know: Piramal Glass is a trailblazer in the use of digital technology in glassmaking and has recently been recognised as India 100 Best Companies to work for by #GreatPlaceToWork.

Click below to read more about our digital accomplishments:
https://www.piramalglass.com/digital/
https://news.microsoft.com/en-in/features/piramal-glass-real-time-manufacturing-insights-azure-iot/
https://www.expresscomputer.in/news/piramal-glass-implements-indias-first-iot-implementation-in-the-glass-manufacturing-industry/33693/

Purpose of the Job
As a Data Scientist you will work in collaboration with our business and engineering people, on creating value from data. Often the work requires solving complex problems by turning vast amounts of data into business insights through advanced analytics, modeling and machine learning. You have a strong foundation in analytics, mathematical modeling, computer science, and math - coupled with a strong business sense. You proactively fetch information from various sources and analyze it for better understanding about how the business performs. Furthermore, you model and build AI tools that automate certain processes within the company. The solutions produced will be implemented to impact business results.

The Data Scientist believes in a non-hierarchical culture of collaboration, transparency, safety, and trust. Working with a focus on value creation, growth and serving customers with full ownership and accountability. Delivering exceptional customer and business results

Responsibilities
Develop an understanding of business obstacles, create solutions based on advanced analytics and draw implications for model development
Combine, explore and draw insights from data. Often large and complex data assets from different parts of the business.
Design and build explorative, predictive- or prescriptive models, utilizing optimization, simulation and machine learning techniques
Prototype and pilot new solutions and be a part of the aim of ‘productifying’ those valuable solutions that can have impact at a global scale
Guides and coaches other chapter colleagues to help solve data/technical problems at an operational level, and in methodologies to help improve development processes
Identifies and interprets trends and patterns in complex data sets to enable the business to take data-driven decisions

Qualifications

Industry
Any (prefer – Manufacturing, Logistics); willingness to learn manufacturing systems (OT systems and data stores)

Work experience
~2+ years of industry exposure in Data Science and Analytics projects, preferably in Manufacturing / Supply chain management

Skills and competencies required
Extract and present valuable information from data
Understand business requirements and generate insights
Build mathematical models, validate and work with them
Explain complex topics tailored to the audience
Validate and follow up on results
Work with large and complex data sets
Establish priorities with clear goals and responsibilities to achieve a high level of performance.
Work in an agile and iterative manner on solving problems
Evaluate different options proactively and ability to solve problems in an innovative way. Develop new solutions or combine existing methods to create new approaches
Good understanding of Digital & analytics
Strong communication skills, orally and in writing
Education
Bachelors or masters in Computer Science or Engineering / Mechanical Engineering / Chemical Engineering / Process Engineering

Functional knowledge required
Microsoft Azure
Analytics and statistics
Mathematical modeling
Python
Spark
SQL
Machine Learning
Deep learning
Optimization
Notebooks

Primary Location: India-Gujarat-Vadodara
Work Locations: Baroda Piramal Glass India, 3rd Floor,The Baroda Central Co-Operative Bank, Station Road,Sayajigunj Vadodara 390005
Job: Digital
Organization: Piramal Glass Limited
Day Job
Job Posting: 08-Jul-2020, 5:39:01 AM"
Data Scientist / Engineer,"Ahmedabad, Gujarat",FrankPro Consulting [OPC],None,Organic,"Division : Machine Learning /AI
Education :MSc(IT/Maths) /BCA /MCA /BE(IT)
Relevant Exp : 2 years
At : Ahmedabad
ML Engineer with atleast 2 year experience in design and development of machine learning algorithms and active involvement in deep learning systems. To do this job successfully, you need exceptional skills in statistics, mathematics and programming. Your ultimate goal will be to shape and build efficient self-learning applications.
key Skills & Attributes
Python
PyTorch
Numpy
SciPy
Matplotlib
Pandas
MySql
Statastics
Lineer Algebra"
AppSec Engineer,"Chennai, Tamil Nadu",Blackstraw,None,Organic,"Experience: 5+ Years.
Job Type: Full-time.
Location: Chennai, Remote.
Job Summary:
We are looking for a skilled Security Engineer to analyze software designs and implementations from a security perspective, and identify and resolve security issues. You will include the appropriate security analysis, defences and countermeasures at each phase of the software development lifecycle, to result in robust and reliable software.
To succeed in this role, You would need to have detailed technical knowledge of techniques, standards and state-of-the art capabilities for authentication and authorization, applied cryptography, security vulnerabilities and remediation.
Duties & Responsibilities:
You should have worked on at least one large enterprise level application security project – (web, cross platform and native mobile applications) over the course of a few years. Prior experience with applications where a mistake or oversight can cause issues (financial, personnel, operations related), are a great indicator that the resource will fit well.
You will be required to maintain current knowledge of security threats and vulnerabilities that could impact products and their technology stack components, and help product teams identify solutions that meet security requirements.
Key responsibilities for this position include:
Review security test results from vulnerability scans, penetration testing for true positives and propose appropriate remediation measures or mitigation controls.
Experience in securing web applications (including XSS, CSRF, 2FA/MFA, SSL, JWTs, SQL injection).
Strong Cryptography Skills—Application Encryption.
Working knowledge in Static AppSec Testing (SAST).
Working knowledge in Dynamic AppSec Testing (DAST).
Working knowledge in Threat Modeling.
Ability to work with multiple team/projects.
Hands-on experience with scripting (Python or Bash).
Acting as SME on application security processes and technology.
Follow/maintain an agile methodology for delivering on project milestones.
Excellent oral, presentation, and written communication skills.
Preferred Qualification:
Typically 5 years of experience, 3 years in securing web applications, mobile applications, and vulnerability management.
Requires in-depth knowledge of the secure software development life cycle, SAST, DAST, and penetration testing.
Proven implementation of creative technology solutions that advance the business.
If you think you fit in with the above requirements, we’d love to talk to you about working in our organization.
Company Profile:
Conceptualized as far back as 2015, and commencing full-time operations in 2018, Blackstraw LLc. is a software products and services company specializing in Artificial Intelligence (AI) and Machine Learning solutions for various industries. We support businesses around the world, including North America, Europe and Asia, working to simplify AI implementation through our platform that expedites data labelling, AI model-training, and, cloud or on-premise deployments.
With more than 100 years of combined work-experience, the 100+-strong Blackstraw Team comprises various experts in the AI value chain. We are a fast-moving team that prides ourselves in rapidly identifying different use-cases and fine-tuning our products to suit specific business needs.
We are focused on providing solutions related to computer vision, natural language processing, Data annotation tool for deep learning models, etc. To stay competitive in business, it is key for organizations to adopt and implement smart AI solutions and service offerings. However, most companies are unable to implement AI rapidly due to the complexity of existing solutions, inadequate data and cost implications.
Our mission is to enable enterprises to adopt AI in an easier, cost-effective and time-efficient manner with a plug-and-play approach to their data.
Blackstraw operations are based out of Mumbai, Pune and Chennai in India."
Data Scientist,"Kandivali, Mumbai, Maharashtra",Exeliq Consulting,None,Organic,"Currently we are looking for a Senior Computer Vision Engineer who is passionate about the sphere of Big Data, Data Science and AI.
Responsibilities:
Creating solutions and products for leading representatives of different industries;
Analysing business problems, looking for better technical solutions and their implementation;
Expanding company’s expertise in the field of Computer Vision;
Management of the direction of the company in the future."
Software Engineer - Backend,"Bengaluru, Karnataka",Wizergos,None,Organic,"What you will do at Wizergos
At Wizergos we build collaboration and work automation software using advanced AI and NLP technologies.
As a Backend engineer you will build, manage, and maintain the core software that allows people to work together and interact with machines in natural human language.
Technical skills you will use and learn at Wizergos
High level of expertise with the Python programming language.
Understanding of databases and SQL.
Understanding of natural language processing technologies and use of packages like NLTK, TensorFlow, SpaCy.
Understanding of REST and websocket protocols.
Understanding of django including ORM.
Good grasp of development tools and environment - Git/Gerrit.
Human skills and passions you will need and develop at Wizergos
Self-motivated and run efficiently without close supervision.
Strong work ethic, a drive for success and proactive attitude.
Experience working in small teams.
Excellent problem solving and analytical skills.
Strong verbal and written.
communication skills
A can-do attitude.
What Wizergos will provide
An exciting career with a young company
Great team to work with.
An opportunity to change the way people interact with machines and collaborate.
Competitive salary and stock options package"
AI/ML - Intern,"Udaipur, Rajasthan",GKM IT,None,Organic,"About the Internship
Selected intern's day-to-day responsibilities include:
Experience with various ML/AI techniques, Technologies, Libraries and most used AI/AL Tools
Work on real time problems
Data Exploration Using Pandas
Plotting in Financial Markets
Algo Trading using Classification and etc
Required Skills
Data structures
Basics of Python
Basics of Tenser Flow
Basics of Keras
Who can apply
Only those candidates can apply who:
Are available for full time (in-office) internship
Have relevant skills and interests
Are available for the duration of 6 months
Perks
Certificate
Job offer
Flexible work hours
5 days a week"
"Python, Microservices - Development Engineer","Bengaluru, Karnataka",Cisco Systems,None,Organic,"Container Platform Engineer, We are looking for engineers who want to make a lasting impact on our enterprise grade Kubernetes offering, Cisco’s Digital Networking
Architecture, also known as Cisco DNA. What You'll Do
You are deeply motivated platform engineer with background in building PaaS or similar shared software platforms. Ideal candidate must have experience building, shipping and operating software-as-a-service (SaaS) product. Ideal candidate would have done such products using Cloud Native Principles and exposed to cloud technologies). The product being delivered is both a platform and a service. The emphasis of this role is to both do hands-on implementation and to influence and guide the platform development to be highly operable and efficient. This can only be accomplished by a candidate with substantial real-world experience actually building, deploying and operating distributed systems using cloud technologies.
You are a polyglot who loves learning new programming languages and systems. Furthering your learning has always been a goal of yours. Even if you have not yet worked with Kubernetes, you find deployment, provisioning, and containerization technologies captivating. Who You'll Work With
Cisco is transforming the networking industry. To make this happen, we are heavily investing in team responsible for The Network. Intuitive. We are disrupting the industry by building a new networking platform that can learn, adapt, and secure itself at the speed of today’s businesses. This Digital Network Architecture platform automates network management and provides our customers with state-of-the-art analytics and insights. This team's innovations span artificial intelligence, machine learning, analytics, IoT, security, automation, and more. Who You Are
You thrive in a team that is part of groundbreaking, high impact projects and are motivated by delivering industry redefining solutions on an aggressive schedule
Someone who is motivated by challenges; handles pressure; is hardworking; driven; and can deliver quality results
You are curious to learn new technologies and collaborate with fellow engineers to raise the bar to build team success
Give to a culture of continuous learning and improvement
Troubleshoot production problems
Seek customer problems through close collaboration with a diverse product team
Participate in on-call rotations (if called, we will make sure you have adequate recovery time) Basic Qualifications
8-10 years with Bachelors/Master's Degree in Computer Engineering
Operations or Systems Administration experience, particularly on UNIX
Experience with Kubernetes, Docker, or cloud deployment technologies
Experience with Test Driven Development (TDD)
Contributed to an open source project
Strong foundation in model driven
4+ years in one or more of the programming languages Java/Go/Python/Scala development experience
2+ years in Agile engineering experience
2+ years of experience with Cloud computing (AWS/Azure/GCP) Desired Qualifications
We understand from experience that not ticking every box on the skills sections stops many from applying. You should apply if you feel you are the right person for the job and have the aptitude to learn and deliver results.
Professional software development experience with at least one object-oriented language like Go, Java, scala
You know your way around CI/CD platforms and tools
Ability to dive into a large polyglot codebase and contribute as you learn
Proven track record to research problems and break them into discrete parts
Ability to ramp-up quickly and contribute to a production codebase
Proven mentor and technical team leader in a professional software team
On-call experience with production grade systems We Are Cisco
#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.
We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!
But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)
Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward.
So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool."
Lead Data Scientist,"Chennai, Tamil Nadu",Blackstraw,None,Organic,"Experience: 5-10 Years.
Job Type: Full-time.
Location: Chennai or Mumbai.
Duties & Responsibilities:
Responsibilities include Identity, develop and implement the appropriate Computer Vision algorithms and Deep learning / ML Models to create new, scalable solutions that address business challenges across industry domains, as well as provide actionable insights with a clear impact on ROI. Define and develop, maintain and evolve data models, tools and capabilities. Communicate your findings to the appropriate teams through visualisations. Collaborate and communicate findings to diverse stakeholders. Ability to build, train and lead a team of data scientists.
Preferred Qualification:
Bachelors/ Masters/ PhD degree in Math, Computer Science, Information Systems, Machine Learning, Statistics or related technical degree with the ability to break complex business problems.
5-10 years total experience with a minimum of 2 years of experience in a related position, as a
data scientist building computer vision solutions for various types of business problems.
Advanced knowledge of statistical techniques, machine learning algorithms and deep
learning frameworks like Tensorflow, Keras, Pytorch.
Minimum 3 years of Programming background and expertise in building models using at
least one of the following languages: Python, R, Java, C, C++.
Implementation of deep learning-based models for image classification, Document
classification models, object detection, logo detection, Object tracking.
Strong individual planning and project management skills, able to juggle multiple tasks and
priorities Self-motivated and driven to deliver agreed results on-time.
Strong storytelling & articulation skills – ability to convert the analytical output into clear,
concise, and persuasive insights & recommendations for technical & non-technical audience.
Strong influence and relationship management skills; comfortable interacting with all
management levels; Prior experience in providing strategic analysis and consulting.
Track record of delivering strong business results.
Company Profile:
Conceptualized as far back as 2015, and commencing full-time operations in 2018, Blackstraw LLc. is a software products and services company specializing in Artificial Intelligence (AI) and Machine Learning solutions for various industries. We support businesses around the world, including North America, Europe and Asia, working to simplify AI implementation through our platform that expedites data labelling, AI model-training, and, cloud or on-premise deployments.
With more than 100 years of combined work-experience, the 100+-strong Blackstraw Team comprises various experts in the AI value chain. We are a fast-moving team that prides ourselves in rapidly identifying different use-cases and fine-tuning our products to suit specific business needs.
We are focused on providing solutions related to computer vision, natural language processing, Data annotation tool for deep learning models, etc. To stay competitive in business, it is key for organizations to adopt and implement smart AI solutions and service offerings. However, most companies are unable to implement AI rapidly due to the complexity of existing solutions, inadequate data and cost implications.
Our mission is to enable enterprises to adopt AI in an easier, cost-effective and time-efficient manner with a plug-and-play approach to their data.
Blackstraw operations are based out of Mumbai, Pune and Chennai in India.
If you think you fit in with the above requirements we’d love to talk to you about working in our organization."
Google Certified Professional Data Engineer (BigQuery),"Bengaluru, Karnataka",SPX FLOW,None,Organic,"This position will be part of Celeros Flow Technology. Celeros Flow Technology is a divestiture company of SPX Flow and this role will be based at Bangalore location. The India registered company for Celeros is Flow P&E India Private Limited. Spun out of the SPX Flow, the company fully concentrates on serving key market sectors where its solutions will have maximum traction. These are - Oil & Gas, Power, Chemical Processing, Water Treatment and Marine. Our product line consists of Pumps, Valves, Filters, Closures etc. To know more about our company please visit https://www.celerosft.com/en-us
Google Certified Professional Data Engineer
Google Certified Professional Data Engineer will work as a part of Celeros BI & Analytics team and will be responsible for designing, developing, and deploying modern data warehouse solutions in Google BigQuery platform. This person should have prior experience of extracting data from multiple source systems including SAP, AS/400 and other legacy ERP systems including flat files. Experience and knowledge of SAP systems and data sources is critical for this role. This person will support data feeds to Power BI and Looker reporting platforms. This position will be based at our Bangalore office and will be part of our global IT team.
Key Responsibilities
Design, develop and deploy modern data warehouse solutions in Google BigQuery platform.
Gather and document business requirements and translate it into technical design documents .
Map and extract data from SAP and other legacy ERP as source systems.
Create technical documentation, e.g. data flow diagrams, end user guide and technical operations guides.
Monitor data load jobs and perform root cause analysis of production issues.
Lead the efforts in building end to end streaming and batch data analytics pipelines. From data ingestion, processing, storage, analysis, machine-learning to visualization. Understand big-data principles and best practices. Deliver projects in data analytics, machine learning and AI.
Design architectures, publish reference code and establish data structure design based on business requirements. Should be pretty hands on.
Perform code reviews, ensure code quality and encourage a culture of excellence.
Required Skills:
Mandatory Certification: Google Certified Professional Data Engineer
5+ years of strong technology experience in the field of Big Data, Data Analytics, Data Science or Machine Learning.
Strong analytical skills.
At least one full implementation project experience with SAP as the source system and BigQuery as the target data warehouse.
Ability to support integration between Power BI & Looker with BigQuery data warehouse.
Experience with building modern data warehouse solutions in Big Query.
Experience with SAP and other legacy ERP as source systems would be an additional advantage.
Experience of working with Power BI , Looker, Data Studio or similar reporting platform.
Familiarity with standard source repositories (GIT, BitBucket)
Experience and solid knowledge in Agile (Scrum) Methodologies
Experience with managing a customer relationship with a US/UK based customer.
Desired Skills:
Working Knowledge of BI & visualization tools like Google Data Studio, Qlik Sense, Micro-strategy etc
Knowledge of cloud platforms like Google Cloud Platform, AWS, Azure
Familiarity with standard source repositories (GIT, BitBucket)
Hands-on experience in building Machine Learning and Deep Learning Models with Python, numpy, scipy, scikit-learn, pandas, Tensorflow, Keras, PyTorch etc.
Big Data experience - should have experience in building end to end data analytics pipelines with products like Apache Beam, Kafka, Spark etc.
Should understand and be able to command architecture design for Machine Learning systems.
Knowledge of implementing IoT and predictive analytics.
Membership of recognized professional accounting body
Required Education
B.E/ B.Tech in CS or MCA / Masters in Business Systems Analysis from recognized universities and institutes in India .
Excellent Communication skills in English Language."
Consultant - Credit Risk Model Development,"Bengaluru, Karnataka",Northern Trust Corp.,None,Organic,"About Northern Trust:
Northern Trust provides innovative financial services and guidance to corporations, institutions and affluent families and individuals globally. With 130 years of financial experience and nearly 20,000 partners, we serve the world’s most sophisticated clients using leading technology and exceptional service.

Working with Us:
As a Northern Trust partner, you will be part of a flexible and collaborative work culture, which has a strong history of financial strength and stability. Movement within the organization is encouraged, senior leaders are accessible, and you can take pride in working for a company that is committed to strengthening the communities we serve!
We recognize the value of inclusion and diversity in culture, in thought, and in experience, which is why Forbes ranked us the top employer for Diversity in 2018.
We’d love to learn more about how your interests and experience could be a fit with one of the world’s most admired and ethical companies. Build your career with us and apply today.

This Consultant position supports the Risk Quantification and Analytics work and is responsible for primarily credit risk model development, maintenance, back-testing, and monitoring of probability of default (PD), exposure at default (EAD), and loss given default (LGD), borrower risk rating, and stress testing models across CCAR and CECL. This is an individual contributor role. He will be part of Global Model Strategy and Data Analytics Team and closely work with modelers, business and Validation team.

Job Duties

Work as a risk analytics expert who can play a key role developing any kind of risk models and monitor them as per requirement
Primarily development of credit risk models (PD/EAD/LGD) for Wholesale and Retail. Acts as an important contact for credit risk models with regulators, Internal Audit Department, and Model Validation Group
Resolve complex issues in modeling credit risk rating models PD/EAD/LGD used in the calculation of economic and Basel capital, allocation of capital for performance measurement, and other aspects of credit risk management. CCAR/CECL credit loss modelling experience for whole sale and retail
Works with senior team members to evaluate existing processes in relation to corporate objectives and industry leading practices. Assess development needs and manage process to achieve desired future state.
Supports internal risk rating system. Ensures that the risk rating system framework meets needs of internal constituents and regulatory requirements. Help in enhancing the process, automation and provide the industry view
Helps to resolve credit risk issues and enhance overall credit risk framework. Works with Credit Risk Management Group to ensure that risk management policies/processes and quantitative modeling approaches are consistent.
Ensures that risk rating models meet both internal corporate needs and regulatory requirements related to Basel II.
Participates in developing, implementing and monitoring risk rating models. Perform Back testing when requires

Qualification
Ph.D.or Master in Statistics/ Economics/Mathematics/advanced degree in quant area
Or B.tech. From tier 1 college with MBA in related field

Skills Required
Excellent oral and written communication skills
Basic CCAR and DFAST, CECL, FRY-14A, SR-11/7 understanding. Strong regulatory understanding. Experience in Moddy’s risk analyst, different rating data sources like Fitch, Credit pro, Moody etc.
Solid analytical and problem-solving skills; ability to isolate and solve issues using large amounts of data. Machine Learning and AI experience will be plus
Process orientation with strong technical skills and attention to detail
Strong conceptual and technical knowledge of risk concepts and quantitative modeling techniques like Logistic Regression, Markov Chain, Survival Analysis, Time Series and other forecasting methods
Technical skills / systems knowledge (e.g. SAS, R, and Advanced Excel) is preferred
Minimum 5 years of credit risk modeling experience across wholesale and retail
Working knowledge of SAS and Excel strongly preferred
Strong presentation and interpersonal skills
Related Industry qualification (e.g., CQF, FRM) will be preferred"
C++ Software Engineer (India),"Bengaluru, Karnataka",Suki,None,Organic,"What we want to accomplish and why we're hiring you
Suki is creating a new category in the health tech space - the digital assistant. We are going to be the voice user interface for healthcare. What does that mean exactly? Currently doctors use their electronic medical record system to track patient encounters (a digital version of the old paper charts you use to see in the doctor's office and on TV). These systems can be hard to navigate and creating medical notes in these systems can be very time consuming. Time that a doctor would rather have to spend with patients. This is the problem we're solving right now! Doctors that use Suki spend 50%+ less time on administrative tasks and we are striving to do even more.
We are a product driven company. Suki has one product running as a single service and we are focused on making that world class. Our platform team consists of DevOps, security, platform and back-end engineers that are committed to reliably and securely scaling our cloud platform to enable the rest of our engineering team. The team enables other engineering teams to work efficiently and provide standardized tooling, including monitoring, logging, etc.. We own the voice stack that powers the digital assistant. Our tech stack includes: Terraform, Kubernetes, GoLang, Python and various GCP services and we're going to scale it to support millions of hours of real-time streaming voice.
What will you do everyday?
You'll figure out the best way to standardize everything and constantly look for ways to make improvements. You will work directly on the platform that powers our microservices. You'll help scale our platform for thousands of doctors and help improve usability. You'll implement a microservices architecture and you'll use C++ to do it all. And you'll be magnificent.
Ok, you're sold, but what are we looking for in the perfect candidate?
Expertise: You know how to code. You understand our tech stack and can be productive with it. In other words, you've done this before.
Action oriented: You love to build. You like to ship fast and quickly iterate.
Creativity: You enjoy listening to user feedback and then building product in novel ways. You're resourceful and enjoy finding alternate paths to success.
Problem solving: you use data to help point you in the correct direction. You optimize relentlessly. You think business and engineering problems are like puzzles and you stick with them until they are solved.
Humility: You're humble and love working in a team without ego to deliver products
Adaptability: You thrive in a fast-moving organization that uses light-weight process and cutting-edge technology to have a huge impact.
Confidence: You trust your abilities and you're ready to push yourself to the next level.
Requirements*
3+ years experience in a software engineering role
Proficient in C/C++
Proven ability to build and maintain distributed backend services for ML/AI Applications
Experience taking product technical design from inception to production
Strong grasp of CS fundamentals including algorithms, data structures and design is preferred
Requirements is such a strong word. We don't necessarily expect to find a candidate that has done everything we've listed, but you should be able to make a credible case that you've done most of it and are ready for the challenge of adding some new things to your resume.
Tell me more about Suki
Series B raised this year!
On a roll: Announced major partnerships with Google
Great team: Founded, managed and backed by successful veterans of Google and Apple in tech and UCSF and Stanford in medicine. We have technologists and doctors working side by side to solve difficult problems.
Great investors: We're backed by Venrock, First Round Capital, Flare Capital Partners, Marc Benioff and others.
Huge market: Disrupting a massive, growing $30+ billion market for transcription, dictation and order entry solutions - our vision is to become the voice user interface for healthcare, bringing innovation that relieves the administrative burden on doctors instead of adding to it.
Great customers: Help our doctors save time in their day so they can focus on providing great care.
Impact: A fun and exciting start-up culture that empowers its people to make a huge impact.
Suki is an Equal Opportunity Employer. We are dedicated to building a company that fosters inclusion and belonging and reflects the diverse communities we serve across the country. We know we are stronger this way and we look forward to growing our team with these shared values."
Business Analytics Specialist,"Hyderabad, Telangana",Microsoft,None,Organic,"Organization Summary:
The AnswersHub team is part of the Shared Business Operations (SBO) team, who’s mission is to continuously modernize our operational capabilities, enabling Microsoft to accelerate Customer value.
Our role within the organisation is critical to enabling the transformation to modern operations, through solving issues, identifying systemic problems and driving improvements related to role experiences within the Connected Customer Experience ecosystem.
Our team works with SBO and key stakeholders in the Microsoft Consulting Services and the Customer Support organisations to prepare for transformational changes, to work in collaboration with change management teams and ultimately to support the field through change and out the other side, by finding and orchestrating the awareness, prioritization and fix of problems. We gather feedback to help shape the future.
In short, AnswersHub helps to ensure that our field roles can maximize their focus on our customers.
Position Description:
We are looking for a strong Operations minded, Business Analytics Specialist to join our team who will enable and empower our Services Answers through insights. Doing so by creating a mature data driven culture, aligned across the 5 motions of work (described below) and drive effective integration into partner and stakeholder ROBs.
You would be an experienced leader, who can understand the work we do, create a vision for how we use data aligned to the Objectives and Key Results and create and execute a plan to achieve that vision. On the journey you would be expected to be an initiator of action where our insights highlight opportunity. Additionally you will put in place and govern data quality controls and develop our data strategy and relationship with peer groups for AI/ML.

Our culture is built around attributes that drive our every decision and our every action:
Customer Obsession - we exist for and because of the customer. We need people who share that passion and drive to make our customers experiences easy, insightful and trusted.
Growth Mindset - we value all perspectives and reward individuals that poke at the edges of what they know to be true. We are seeking people that think differently and are biased toward action to accomplish great things.
Diverse & Inclusive - we enable people who bring a contemporary view to shape our internal teams and encourage all to feel included.
One Microsoft - we collaborate and value the work of others, combining their learnings with our own to make a better outcome for our customers.

Responsibilities
Responsibilities:
General
Act as an evangelist and catalyst for the generation of actionable BI & Analytics
Build and develop operational analytical models working alongside key roles in our end to end ecosystem, who will leverage the solutions you build in their day to day roles.
Engage broadly with our partner insights team to leverage their ML/AI best practices where there is opportunity to apply to accelerate or increase our impact
Manage the data and insight portfolio of work for the AnswersHub team and apply necessary data governance controls and ROB.
Enable the AnswersHub Motions of work
Readiness
Insights assessments – support planning processes to determine taxonomy and onboarding of new work into our operational suite of data.
Preproduction – ensure that debug and testing is completed end to end such that accurate and agile insights are available on day 1 of a new transformation support motion.
Automation
Integrate insights – bring in telemetry and field data from our automation engines including our self-help bot / processors and where applicable feed automation to optimize the user experience.
Efficiency
Baseline Measurements – Enable us to identify, quantify and measure improvements in our operating model to reduce time, skill and what we pay for a given set of activities.
Delivery
Data integrity & agility - Ensure we have a taxonomy strategy / framework to bring together insights from multiple input streams, identify problems and collect field feedback & context by role and organisation.
Controls - Enable operations to self-monitor for manual data entry errors and perform timely correction.
Shift Left – Implement reporting that helps prioritize where work can be either automated or moved down to self-help.
Knowledge management- Implement insights that help us predict and find gaps or deficiencies in our knowledge assets, all the way from self-help in our support BOT, to agent based assets who are triaging new issues.
Partner Integration – establish integration where appropriate to exchange operational data and insights with our partner ecosystem.
Problem management
Predictive insights – Ensure insights enable us to find and quantify problems fast and to track them through to resolution.
One backlog – enable a single backlog, that can be tracked to the necessary grain in order to understand the accountable team / organisation and status.
Enable our Rhythm Of Business (ROB)
Performance Management – Create and maintain our scorecards so that we can track against our committed Objectives & Key Results (OKSs)
Manage the portfolio of work including monthly governance with stakeholders
Team enablement – enable each role in our team to have the insights and tracking needed for them to achieve the core components of their role.
Governance – Partner to apply advanced analytics concepts towards rich and bold AI based insights.
Communications – Enable us to tell a data driven story using insight assets. Automate reports that allow the field to know what problems we are aware of and the actions we are doing to address these.

What Do You Need to Succeed?
You appreciate and are an advocate of diversity and inclusion in a company workplace.
You have a clear understanding of financial and operational risk and mitigation.
You are a critical thinker, who can relate effective risk management to business and operations objectives.
You have the ability to manage complex projects or programs across a company with a truly global footprint.
You have a desire to build actionable insights and monitoring structures that have a direct positive impact on enabling our organisation to meet key company goals and strategies.
You like to use data to drive decisions, yet are comfortable giving direction and provide clarity where ambiguity exists.
You appreciate how through a ‘Growth-Mindset’ we can drive excellence in risk management to allow Microsoft colleagues and partners to ‘Achieve More.’
You thrive in a fast-pace environment where you can multi-task a variety of initiatives, always working effectively to deadlines.
Routine bores you. You are inquisitive, like new challenges and are an agent of change
Qualifications
Basic Qualifications:
10+ years of analytical hands on experience in an operational
Other Qualifications:
Statistics - Basic probability distributions, estimation techniques, confidence intervals, hypothesis testing (z-test, t-test, ANOVA etc.). Understanding of Maximum Likelihood Estimation is a plus
Programming - Hands-on in R/Python and experience in using different Statistics/ML libraries available
Data Visualization - Experience in one or more Data Visualization tools (MS Power BI, Tableau etc.)
Data engineering - Hands-on in SQL and experienced in working with RDBMS for data extraction and data read/write. Understanding of Data Warehouse fundamentals (architectural layers & schema types) is a plus. Familiarity with big data technologies (COSMOS, Hadoop, MapReduce)
Masters in Statistics/Econometrics or PhD in Statistics/Economics/Computer Science or related discipline is preferable, but a candidate with MS combined with strong analytical background in problems relating to Big Data and Analytics is also acceptable.
PERSONAL ATTRIBUTES/INTERPERSONAL SKILLS:
Excellent written and oral communication skills, particularly the ability to synthesize complex issues/scenarios into easy-to-understand concepts.
An attention to detail with self-discipline and a drive for results.
Demonstrated ability to work in ambiguous situations and across organizational boundaries."
