Title,Location,Company,Salary,Sponsored,Description
Machine Learning Platform Engineer,"Bengaluru, Karnataka",Mercedes-Benz Research and Development India Priva...,None,Organic,"Aufgaben
Job Description


We are bringing the next generation of AI enabled user interaction to Mercedes-Benz cars using deep learning. As a Development Engineer, you will develop platform software related components for one of the most innovative, cutting-edge and technologically advanced product.


Responsibilities
Develop new ideas for machine learning within Pytorch

Optimize existing implementations within Pytorch

Research & implement distributed learning strategies.

Enhance multi-gpu and multi-node capabilities in Pytorch

Interface with research team to understand neural network algorithms.

Research and develop compression strategies for the target devices.

Document work artifacts and ensure alignment with internal development processes.
Qualifikationen


Desired Skills and Experience

Bachelor’s degree in Engineering.

Minimum 3 years of relevant work experience, including hands-on development experience in C/C++, CUDA, Pytorch

Sound understanding of GPU communication, blocks, streams, GPUDirect technologies

Experience working on Unix based environment and/or embedded devices.

Good understanding of Linux OS

Experience on Shell scripting, Makefile

Excellent troubleshooting skills to root cause complex issues

Strong Data structure Knowledge

Strong Debugging & Bug-fixing skills

Good Analytical & Problem Solving skills

Sound Knowledge on Git and similar agile development practices

Experience on OpenCL, Machine Learning is plus

Experience on Software Design, Architecture

Scripting knowledge of Python and shell scripting is highly desired

Experience working with V100 GPUs"
Cloud Engineer for CVML (Computer Vision and Machine Learnin...,"Bengaluru, Karnataka",Ittiam,None,Organic,"Profile: The prospective candidate would be part of the Cognitive Media Technologies team at Ittiam that works in the areas of visual and data analytics addressing markets such as retail, surveillance, automotive, and Industrial IOT.
Required Experience: 2 to 4 years
Job Description: Selected candidate will join an innovative team of engineers focusing on development, maintenance and support of the IoT based service on Cloud. Our current IoT systems serving the Retail markets are deployed across the globe. The candidate is expected to have working knowledge of Cloud Application Development Processes, Configuration Management, Test Planning and Execution.
Responsibility: This person will be responsible for:
Design and development of scalable web services in Cloud (Public / Private)
Design and development of data processing pipeline
Full stack development of features for production deployment
Interface with other internal teams to align on requirements and drive the release
Educational Qualification: Masters or Bachelor’s Degree in Computer Science/Electronics and Communication
Technical Skills:
Experience in Java and Python programming for server-side applications
Experience in building RESTful web services
Experience in any of RDBMS, preferably Postgres
Working knowledge on Docker and Kubernetes
Experience in JavaScript programming is an added advantage
Working knowledge on Google Cloud Platform is an added advantage
Working knowledge on open source components like Kafka, ELK stack is an added advantage
Location: Bengaluru, Karnataka

If you have an unending passion for technology, the drive to learn and excel, and great team spirit, drop in your resume at talent@ittiam.com"
Senior Data & Applied Scientist,"Bengaluru, Karnataka",Microsoft,None,Organic,"What if your job description were simply “make tomorrow better?” Every day at Microsoft, we bring an insatiable curiosity to the workplace, challenging ourselves to reimagine what it is and what it can be. We build on what’s come before to create what’s next. We help shape the future and we empower billions of people around the globe.

We are the computational advertising team in the AI & Research organization at Microsoft. We are looking for candidates with research and applied experience in machine learning related areas. Search advertising is a $100 billion market worldwide. Microsoft's Bing search engine supports over 30% of desktop search in the US, with similarly significant presence in many other countries.
Responsibilities
We are a team of applied scientists working on machine learning components in the whole sponsored search stack. Our team works on problems related to machine learning, deep learning, natural language processing, image understanding, optimization, information retrieval, auction theory, among others. Our work entails building large-scale machine learning systems for ad matching, filtration, ranking, and multiobjective optimization, and a number of other ML-driven business problems. You will design, implement, analyze, tune complex algorithms and ML systems and the supporting infrastructure for operating on large datasets. You will collaborate with top machine learning scientists and engineers in delivering direct business impact. We're looking for sound understanding and insight into productionizing machine learning models in large-scale systems, an ability to pick up new technical areas, as well as a commitment to developing, delivering, and supporting algorithms in production.
Qualifications
MS/BS in CS/EE, mathematical or machine learning related disciplines, with 8 or more years of experience
Solid understanding of probability, statistics, machine learning, data science
A/B testing & analysis of ML models, and optimizing models for accuracy
Experience with Hadoop, Spark, or other distributed computing systems for large-scale training & prediction with ML models.
End-to-end system design: data analysis, feature engineering, technique selection & implementation, debugging, and maintenance in production.
Experience implementing machine learning algorithms or research papers from scratch
Experience with TensorFlow/PyTorch and deep learning models is a plus

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Machine Learning Engineer,"Bengaluru, Karnataka",Noodle.ai,None,Organic,"Responsibilities:
As a ML Engineer at Noodle.ai, you will ensure that data science code is maintainable, scalable and debuggable. Automating and abstracting away different repeatable routines that are present in most machine learning tasks. You will be responsible to bring the best software development practices to the data science team and helps them speed up their work. Test machine learning libraries to their extremes, often adding new functionalities. Enabling production deployment of code, testability and accuracy metric tracking. You may have to look constantly for performance improvement and decide which ML technologies will be used in production environment.
Qualifications:
Must have
Bachelors/Masters in Engineering with 3+ years of industry experience
Solid engineering and coding skills. Ability to write high performance production quality code in Python.
Good understanding of Design Patterns
Experience in building containers using Docker
Experience with Numpy, Pandas, Keras, Pytorch, Tensorflow, scikit-learn libraries
Knowledge of Parquet, Apache Arrow, PySpark
Working experience on any one of the orchestration engines - Airflow / Kubeflow / MLFlow
Understanding of ML engineering lifecycle - modelling techniques, feature engineering, feature selection, model training, hyper parameter tuning, model evaluation, model serving
Nice to have
Experience in deploying applications to Kubernetes
Understanding of GPU architecture, Cudas, Rapids
Experience in distributed computing using any of Spark, Open MPI, MapReduce, Celery, Akka or equivalent frameworks
Knowledge of SQL databases - Postgresql, Mysql, MSSql
Exposure to No SQL data stores such as MongoDB/ Redis/ ElasticSearch/ Cassandra
Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with you."
Risk Analytics - Machine Learning Engineer,"Chennai, Tamil Nadu",DTCC,None,Organic,"About this Opportunity
The incumbent will be responsible for studying data, discovering the information hidden and help making smarter and better decisions for the Business. The primary focus of the role will be on applying text and data mining techniques, doing statistical analysis and building high quality and high-performance prediction systems integrated with the Risk applications. They will also have proven experience in data analysis, modeling and implementing solutions along with sound understanding of capital markets and financial risk domain to be able to recommend the best-fit model and solution approach.
Business Unit: Global Chief Risk Office
Our Risk Management teams work to protect the safety and soundness of our systems and are responsible for identifying, managing, measuring and mitigating a spectrum of key risk types including credit, market, liquidity, systemic, operational and technology in all existing and new products, activities, processes and systems.
What You'll Do
Collaborate with cross functional teams to collate data
Enhancing data collection procedures to include information that is relevant for building analytical solutions
Analyze, extract and understand meaningful patterns from the large volumes / dimensions of historical data by utilizing analytics techniques and SMEs’ inputs
Design, develop, evaluate and implement high quality innovative predictive/prescriptive models using open source tools such as R, Python, or similar scripting within Apache Spark/AWS cloud based big data environment
Support the team in creating/executing novel approaches to solve challenging problems by leveraging AI/ ML/NLP and Big Data/Cloud technologies
Collaborate closely with Business Partners/Analysts, Data Analysts, Application Development and other Data Scientists to integrate innovations and algorithms into useable data products
Doing ad-hoc analysis and presenting results in a clear manner
Aligns risk and control processes into day to day responsibilities to monitor and mitigate risk; escalates appropriately
Sound Like You?
Minimum of 6 years of related experience
Bachelor's degree preferred with Masters or equivalent experience
Additional Qualifications
Minimum of 3-5 years of related experience in Data analysis, Data Science, Modeling
Experience with SQL, Python, Big Data and Machine Learning Algorithms
Strong analytical and problem-solving skills
Great communication skills
Experience in Financial industry with focus on Risk Management is preferred
Experience in Data Visualization tools and AWS is a plus

About DTCC

DTCC safeguards the financial markets and helps them run efficiently, in times of prosperity and crisis. We are uniquely positioned at the center of global trading activity, processing over 100 million financial transactions every day, pioneering industry-wide, post-trade solutions and maintaining multiple data and operating centers worldwide. From where we stand, we can anticipate the industry’s needs and we’re working to continually improve the world’s most resilient, secure and efficient market infrastructure. Our employees are driven to deliver innovative technologies that improve efficiency, lower cost and bring stability and certainty to the post-trade lifecycle.

Our work environment favors openness and gives people freedom to do their jobs well, by encouraging diverse opinions and emphasizing teamwork. When you join our team, you’ll have an opportunity to make meaningful contributions at a company that is recognized as a thought leader in both the financial services and technology industries. A DTCC career is more than a good way to earn a living. It’s the chance to make a difference at a company that’s truly one of a kind.

Our Risk Management teams work to protect the safety and soundness of our systems and are responsible for identifying, managing, measuring and mitigating a spectrum of key risk types including credit, market, liquidity, systemic, operational and technology in all existing and new products, activities, processes and systems."
Senior Data Scientist- AI,"Bengaluru, Karnataka",Lymbyc Solutions,None,Organic,"Description:
Background:
Lymbyc is the first and currently the only player, in the predictive engine-based self-service analytics product space for end business users. We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions ranging from data selection to algorithm selection and finally visualisation and narratives, without any human intervention. And now we are embarking on bringing explainable component to our AI based solutions, to make the business decisions simpler, easier and adaptable to larger stakeholders.
By way of our acquisition, we at Lymbyc now are working full tilt with LTI’s global reach to take Leni to the world’s major businesses.
Description:
We need ace data scientists who can develop best in class predictive models, machine learning models and deep learning models and at the same time they should be able to explain the decisions taken by the models automatically through plain simple English language. The explainable elements should not be limited to the numbers and formulas, there must be a bit of personalization also to understand the context of the problem.
Roles and Responsibilities:
Passion for learning new technologies and be up to date with the scientific research community.
Work in technical teams in development, deployment, and application of machine learning solutions, leveraging technical components and explaining the modelling decisions
Take responsibility for insights, reports and explanability of the decisions taken by predictive models
Responsible for taking an idea from concept to production thoroughly with feedback from all stakeholders.
Qualification:
Masters’ in Computer Science/M. tech/PhD/Statistics/Econometrics/Applied Mathematics/Applied Statistics/Operations Research is a must
Hands on Experience with data mining or machine learning, deep learning, computer vision, natural language processing
Hands on Experience in developing deep learning models and explaining the results of deep learning models in a business-friendly manner
Skills Required:
Must have minimum of 5-7 years of industry experience in developing data science models.
Deep understanding and experience in the field of Machine Learning, Deep Learning and statistical learning
The person should be excellent at Classification (logistic regression, svm, decision tree, random forest, neural network), Regression (linear regression, decision tree, random forest, neural network), Classical optimisation (gradient descent, newton rapshon, etc), Graph theory (network analytics), Heuristic optimisation (genetic algorithm, swarm theory)
Should be strong at Deep leaning (CNN, LSTM, RNN, Bi-LSTM)
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Skilled at scientific programming languages such as Python, R, Matlab and writing deployable code into production.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection, writing complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Scala, Python), PyMC3/theano/tensorflow/Keras and other scientific python/R modules is a must.
AI skillsets – hands-on Machine learning and Deep Learning algorithms and platforms, neural networks in any, or all the following areas, specifically, in Data & Analytics use cases
Language – Natural Language Processing, machine translation, emotion detection, language detection, classification
Vision – computer vision, object recognition/tracking, face/gender/age/emotion recognition, OCR/handwriting recognition
Knowledge and experience in some of the key AI platforms will be important, e.g. IBM Watson, Microsoft Azure, Google Api.Ai, Facebook Wit.Ai, Chatbots using Microsoft Bot Framework
Knowledge and experience of key machine learning and deep learning framework, e.g. Keras, TensorFlow, Caffe, CNTK, Jiraffe, MXNet and PyTorch commercial technologies/platforms, etc"
"Consultant, Advanced Analytics Python/R","Bengaluru, Karnataka",Fractal.ai,None,Organic,"Role Brief:
3-6 years of Advanced analytics/Predictive Modeling using Python/R, SQL and Machine Learning.
Brief about the Team & Fractal:
Fractal Analytics is Leading Fortune 500 companies leverage Big Data, analytics and technology to drive smarter, faster and more accurate decisions in every aspect of their business.
Fortune 500 companies recognize analytics is a competitive advantage to understand customers and make better decisions. We deliver insight, innovation and impact to them through predictive analytics and visual story-telling.e.
Technical and domain expertise-
Expertise in Python/R plus SQL & advanced analytics/Statistics Techniques such as general linear model, ANOVA, decision trees, linear regression, Bayesian etc
Execution excellence -
Lead at least one client engagement independently. Execute end to end client engagements. Ensure regular client updates & meetings, stakeholder management, any failure or risk analysis of the project, data sources, tracking execution & success metrics is done effectively & efficiently.
Job Responsibilities:
Solve business problems & develop a business solution: Use problem-solving methodologies to propose creative solutions to solve a business problem. Recommend design and develop state-of-the-art data-driven analysis using statistical & advanced analytics methodologies to solve business problems. Develop models & recommend insights. Form hypothesis and run experiments to gain empirical insights and validate the hypothesis. Identify and eliminate possible obstacles and identify an alternative creative solution.
Project management: Lead at least one client engagement independently. Execute end to end client engagements. Ensure regular client updates & meetings, stakeholder management, any failure or risk analysis of the project, data sources, tracking execution & success metrics is done effectively & efficiently.
Client relationship management: Build deep client relationship, network & be a thought partner. Anticipate business problems & deliver par excellence.
Sales Support & account growth: Actively focus on opportunities to grow the client along with the senior engagement manager. Support the sales team as required for RFPs and regular sales pitches
Firm building: Contribute to firm growth by participating and conducting training sessions.
Coaching & grooming: Coach & groom the team on gaining knowledge & skills on first principles of analytics techniques, problem-solving, project management, client relationship management
The Person:
Experience:
The overall experience of Minimum 3 to 6 years with at least 3 to 6 years of hands-on experience in running Advanced analytics projects
High proficiency in concepts and algorithms used in design of experiments.
Expert-level proficiency in statistical/ML predictive techniques such as regression, Bayesian methods, tree-based learners, SVM etc.
Good to have working experience in one or more of Probabilistic graphical models, Reinforcement learning, NLP and related areas
Expertise in Python/R plus SQL & advanced analytics/Statistics Techniques such as general linear model, ANOVA, decision trees, linear regression, Bayesian etc
Problem-solving, Project management, and communication skills & Creative thinking
Knowledge of data conversion strategy, capturing data, creating source to target definitions for ETL/ data flow process, data quality, and database management
Education:
B.E/B.Tech/M.Tech in Computer Science or related technical degree OR Equivalent
Location: Bangalore/Mumbai/Gurgaon"
Data Science Developer,"Bengaluru, Karnataka",Mphasis,None,Organic,"Implement techniques for Predictive analysis to determine a good fit machine learning model
Review all available attributes that may contribute to data anomaly based on identified use case
Conduct Data profiling, Data mining, and Data cleaning
Write complex algorithms using available ML tools and editors
Conduct Data Visualization and Trend Analysis
Work location: Bangalore & Hyderabad
Additional requirement:
Enthusiastic female engineers preferred"
Machine Learning Intern,"Calicut, Kerala",T T,None,Organic,"Looking for machine learning/python interns who are quick learners and have some programming background.
Python background not mandatory.
Mode: Online
Job Types: Full-time, Internship, Fresher"
Data Scientist (Open),"Ahmedabad, Gujarat",Protocolzone,None,Organic,"Data Scientist (Open)
Qualification: Masters in statistics, mathematics or any other masters with very good analytical skills
Skills required:
– Experience in using any of the deep learning frameworks ( Tensorflow, Keras, and Pytorch etc) in a professional environment.
– Expertise in Python programming language with exposure to computational libraries like Pandas, Numpy etc.
– Expertise in traditional machine learning frameworks such as Scikit-learn, Stanford NLP or NLTK.
– Comfortable in solving both computer vision ( Classification, Segmentation, and Object detection ) and NLP problems ( Text classification, Named entity recognition etc).
– Experience in using CV libraries like OpenCV etc.
Experience: 1-4 yrs
Job location: Ahmedabad
Employment type: Full time"
Machine Learning Engineer,"Bengaluru, Karnataka",Involvio,None,Organic,"We are looking for a Machine Learning (ML) Engineer to help us create artificial intelligence products. Machine Learning Engineer responsibilities include creating machine learning models and retraining systems. To do this job successfully, you need exceptional skills in statistics and programming. If you also have knowledge of data science and software engineering, we'd like to meet you. Your ultimate goal will be to shape and build efficient self-learning applications.

Responsibilities:
Designing and developing machine learning and deep learning systems.
Running machine learning tests and experiments.
Implementing appropriate ML algorithms.
Study and transform data science prototypes.
Design machine learning systems.
Research and implement appropriate ML algorithms and tools.
Develop machine learning applications according to requirements.
Select appropriate datasets and data representation methods.
Run machine learning tests and experiments.
Perform statistical analysis and fine-tuning using test results.
Train and retrain systems when necessary.
Extend existing ML libraries and frameworks.
Keep abreast of developments in the field.
Requirements:
Proven experience as a Machine Learning Engineer or similar role.
Understanding of data structures, data modeling and software architecture.
Deep knowledge of math, probability, statistics and algorithms.
Ability to write robust code in Python, Java and R.
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn).
Excellent communication skills.
Ability to work in a team.
Outstanding analytical and problem-solving skills.
BSc in Computer Science, Mathematics or similar field; Master's degree is a plus."
Machine Learning & AI Researcher,"Bengaluru, Karnataka",Archeron Group,None,Organic,"We pride in the fact that in our firm we have no glass ceilings or hindrances to personal growth. We encourage our employees to map out a personal growth chart before we place them in their respective departments or practices. We are an equal opportunity employer. Our policies help you redefine your workspace. We offer you not just a place to grow but also a place where you have intellectual freedom.
How to apply
To assist in finding you, we use a combination of interviews and psychometric assessments.
Our recruitment is not based solely on academic achievements. We are seeking to appoint candidates who satisfy a broad range of criteria in terms of their ability to make a positive and on-going contribution to the organization.
Although the precise timeline, number of steps, and evaluation process do vary somewhat according to the position being filled, the standard process for most positions is as follows:
Application: Mail your Resume and Cover letter to hr@archerongroup.com with the Job Code in the Subject line. You will need to attach your resume and any other supporting documents required for the job description.
Interviews: The interview process is an opportunity for you to get to know our organization, clarify the opportunities available to you, and explore your technical knowledge. Interviews will take place with a representative from HR, our businesses verticle, or a combination of both. The type of interview does vary across the department s. For example, applicants for the management consulting division will be subjected to case interviews and guess estimation problems.
Assessment: Psychometric assessment is a normal part of the selection process at our firm, providing additional objective, reliable, and relevant information about the likelihood of job success and satisfaction.

Machine Learning & AI Researcher Job code: Res042
We also welcome Ph.D.’s, Postdoctoral researchers, mathematicians & computer scientists to our organization’s elite AI team."
Data Scientist,"Bengaluru, Karnataka",Coso IT,None,Organic,"We are looking to hire Data Scientists with at least 5 years of technical experience working with data and deploying analytical solutions. Qualified candidates must have a Bachelor’s of Science degree in a technical field. Ideal candidates have technical skills and analytic tool experience in several of the following areas:

Technical Areas:
Experienced Apache Spark / Big Data (Spark with Scala preferred)
Must have knowledge of statistical concepts such as regression, time series, mixed model, Bayesian methods, clustering, etc. to analyze data and provide insights
Must have experience in designing and implementing machine learning or statistical models for big data analytics using Spark-ML / Tensorflow
Should be able to present the results with any visualization tools
Understanding of Hadoop, Hive, Kafka & Cloud technologies
Knowledge of SAS skills will be preferred
Must be able to work independently
Tools: Python, Spark-ML/Tensorflow, Machine Learning Algorithms, Spark, Hadoop, Hive, Kafka, Statistica, SAS, Matlab, Neo4j

Qualifications: Graduate degrees with 2 years of experience

Domain Expertise: national security, intelligence, counterintelligence, insider threat, biometrics, counter-terrorism, case support, executive protective, behavioral science, continuous evaluation, information security, cyber security, CBRN-WMD, emerging technologies/threats, S&T, R&D

COSO IT is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability."
4G / 5G Modem Systems Engineer (Qualcomm Research India),"Bengaluru, Karnataka",Qualcomm India Private Limited,None,Organic,"Company:
Qualcomm India Private Limited
Job Area:
Engineering Group, Engineering Group > Systems Engineering
Job Overview:
Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.
- Over the last few decades the Modem systems group at Qualcomm has been instrumental in driving the mobile communication revolution which has touched every aspects of our modern life. From the early days of CDMA to 3G UMTS to 4G LTE , LTE Advanced and now onto 5G NR, Qualcomm modem systems group has been a key player in moving these technologies from concept to lab to actual mass scale real life deployments. You now have an opportunity of joining this team which drove the 4G LTE based smartphone revolution and is now best positioned to expand into new areas such as 5G NR, IoT, Vehicular communication(V2X). You can work in areas as diverse as 3GPP standardization efforts (in RAN2 and RAN4), high level architecture studies, modem algorithm design and development, Machine Learning and its application to WWAN Radio design, power efficient design, verification and commercialization. Get in on the ground floor of these new emerging technologies and help shape the future. - Minimum Requirements: - Masters degree in Engineering, Information Systems, Computer Science, or related field. - Preferred Qualifications: - PhD in Electrical & Computer Engineering. - Academic project experience or 1+ year industry experience in at least one or more of the following areas: - Communication theory, applied mathematics, RF interfaces and digital mitigation of RF distortion, low power design, signal processing, information theory, channel coding, probability and random processes, machine learning or Bayesian inference, or upper layer protocol design experience including 3GPP IMS, NAS, MAC/RLC/PDCP and RRC, IP, UDP, TCP, HTTP, routing etc. - Ability to program effectively in C/C++, Python and/or Matlab. - Experience with key machine learning tools/libraries (TensorFLow, PyTorch, Keras etc), neural networks architectures and building models - Experience with wireless standards (i.e. LTE/WiFi/5G/UMTS). - Modem architecture, software engineering and simulation design, microprocessor architecture, embedded software, data network protocols knowledge. - Up to 4 year's Systems Engineering or related work experience. - Up to 2 years' experience working in a large matrixed organization. - Strong analytical and problem-solving skills. - Passion for learning and intellectual curiosity
Applicants : If you need an accommodation, during the application/hiring process, you may request an accommodation by sending email to accommodationsupport
To all Staffing and Recruiting Agencies: Our Careers Site is only for individuals seeking a job at Qualcomm. Staffing and recruiting agencies and individuals being represented by an agency are not authorized to use this site or to submit profiles, applications or resumes, and any such submissions will be considered unsolicited. Qualcomm does not accept unsolicited resumes or applications from agencies. Please do not forward resumes to our jobs alias, Qualcomm employees or any other company location. Qualcomm is not responsible for any fees related to unsolicited resumes/applications."
"Data Scientist, Data Engineer, Deep Learning,","Bengaluru, Karnataka",TechPro HR Consultancy,None,Organic,"Opening for Data Scientist At Bangalore (Hebbal )

Experience- Min 2 Years
Location - Bangalore (Hebbal )

Role & Responcibility -

2 - 4 years of experience applying ML / Deep Learning algorithms and techniques to real-world data sets
Expert knowledge of Core Python
Proficiency in Machine learning algorithms (SVM, Decision Trees, PCA, Clustering etc.)
Knowledge and Experience of Deep Learning Algorithms (CNN, RNN, LSTM etc.)
Major ML frameworks: TensorFlow, PyTorch, Keras, Scikit-Learn
Strong analytical thinking
Designs scalable processes to collect, manipulate, present, and analyze large datasets in a production-ready environment
Strong written and oral skills (in English)
Demonstrated participation on platforms like Kaggle is a plus
Prefer great appreciation or expertise in Security products such as End point detection, protection and response, Managed detection and response etc
Kindly revert your Opinion

2.00-6.00 Years"
SENIOR DATA SCIENTIST,"Chennai, Tamil Nadu",The Data Team,None,Organic,"Location: Chennai / Bangalore

The Data Team is a boutique consulting firm with strong expertise in big data and data science. The Senior Data Scientist is a key role in the organization, and will be leading project delivery on data science projects or data products. The Senior Data Scientist is an important role within the organization responsible for providing expertise, thought leadership, mentorship and leadership in the area of statistical analysis, data analysis and data science. Accordingly senior data scientists are expected to a hands-on practitioners in business analysis, hypothesis generation, data preparation, relational modelling, statistical modelling, algorithm design and scalable machine learning and deep learning. They’ll be expected to provide deep expertise in these areas. In addition, Senior Data Scientists are expected to mentor data analysts and data scientists on project deliverables, and ensure quality and timeliness in the output. The Data Team offers high-impact work with diverse opportunities in the areas of data science for Senior Data Scientists to grow into roles such as business consulting. Prior experience in doing data science and managing data science teams is required for this role. Experience in working on large scale Hadoop databases is required for this role. Past experience in bots and API development, test driven development, continuous delivery are preferred. Client facing skills are considered a plus.

Required Skills
True depth of knowledge in statistics, machine learning, cloud platforms and databases
Critical thinking skills in business with the ability to confidently face clients and mentor data scientists
A highly imaginative mind set and the ability to formulate new and relevant hypotheses from the data
Ability to perform advanced statistical analysis on diverse data sets in Python, R, Scala and Java
Ability to implement scalable machine learning and statistical analysis algorithms with frameworks such as Spark, Tensorflow or Torch
Current knowledge of cloud technologies and architectures such as on Azure, and hands on skills in implementing machine learning algorithms at scale
Expertise validating and critically evaluating machine learning algorithms and their performance
Ability to work in a Linux environment, on cloud-based virtual machines and containers
Should have managed a team in past roles in a managerial setting, or directly faced clients
Excellent interpersonal, presentation and written communication skills
Education and Work Experience Requirements
Bachelor’s degree in computer science or applied mathematics (Master’s degree or PhD preferred)
Higher degree in business, statistics, machine learning or computer science is a plus
Between 8 and 10 years of demonstrated experience in the industry including significant prior experience in data analysis and data science
Relevant certifications in data science will be considered favorably"
Scientific Research – Data Scientist – R&D,"Bengaluru, Karnataka",CareerXperts,None,Organic,"We are looking for self-motivated scientists & engineers to join a supercharged workplace and build a first-generation analytical product. If you are a geek about anything – algorithms, math, machine learning, data wrangling/visualizing, high performance computing, scientific computing & tools, or anything else you can convince us about – we want to talk to you!
Experience
4 - 7 Years of Experience
Qualification
Bachelors or Masters in CS / Electronics from a premier institute with 4-7 years of industry experience
Solid design, excellent programming and debugging skills on a Unix-based OS (Ubuntu, Fedora, OSX) and fluency with a DVCS like Git.
Programming Languages: Python, C++
Deal-clinchers
Any of these – more the better!
Skilled with python packages: scikit-learn, pandas, numpy and scipy
Understanding of common algorithms and their application in solving real-world problems
Strong mathematical background in linear algebra, optimization and descriptive & inferential statistics
Understanding of machine learning concepts like generalization, regularization, linear models, neural network and expertise with using data to build systems based on machine learning techniques
Responsibilities
Individual technical contributor with self-drive to understand problem statements and make design decisions – ‘own’ what you do, make your calls, and defend them
Build a first generation analytical software product – design, code, test (unit & functional) and maintain the software, while proving that your implementations ‘work’
Implement software engineering processes and discipline for fast and reliable development of high-quality software product – make the software ‘elegant’
Work as a team player in a high performance environment that rewards ownership – make your opinion count within the team and the organization
Write to deepa.m@careerxperts.com to get started!
Job Location
Bengaluru"
Sr Data Scientist,"Bengaluru, Karnataka",JDA Software,None,Organic,"Responsibilities :
A Sr Data Scientist contributes to Blue Yonder's current and upcoming solution and services offering through the improvement, research, design, and development of innovative algorithms and models based on machine learning, operation research, and other techniques.
Skills Required:
Good understanding of basics of Statistics, Probability, Linear Algebra and Calculus
Should be able to explain all ML/DS projects mentioned in resume
Good in qualitative and result interpretation
Good understanding of business problem
Profound understanding of basic DS and ML skills like outlier handling, data imputation, bias, variance, cross validation etc.
Good understanding of basic ML algorithm, like linear regression, logistic regression, random forest etc.
Take Ownership of on boarding new customers and continuously improve our existing.
Experience in building machine learning models or optimization software to solve business problems.
Ability to communicate results clearly to both colleagues and less technically versed audiences.
Knowledge of multivariate preferably in the Python Data ecosystem.
Good either at Python or R from DS perspective
Understand and uses pandas, numpy, scikit-learn and other scientific libraries
effectively and efficiently.
Understand basic data structure of python, write pythonic code
Good understanding on using packages like data. table, ggplot, dplyr etc.
Good understanding of matrix algebra and memory management.
Supply Chain Nation
Our Values

If you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core Values
Check out Blue Yonder's blog - Supply Chain Nation - the platform for supply chain trends and innovations.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status."
