Title,Location,Company,Salary,Sponsored,Description,salary_min,salary_max,python_sk,spark_sk,tableau_sk,aws_sk,excel_sk,power_sk,numpy_sk,opencv_sk,pandas_sk,nltk_sk,machine_sk,deep_sk,statistics_sk,sql_sk,tensorflow_sk,job_simp1,seniority,loc_simp1,desc_len,avg_salary
Business Analyst,"Bhubaneshwar, Orissa",SWASH Consulting Private Limited,"₹5,00,000 a year",Organic,"Roles & Responsibility:
Determines operational objectives by studying business functions; gathering information; evaluating output requirements and formats.

Designs new computer programs by analyzing requirements; constructing workflow charts and diagrams; studying system capabilities; writing specifications.

Improves systems by studying current practices; designing modifications.

Recommends controls by identifying problems; writing improved procedures.

Provides references for users by writing and maintaining user documentation; providing help desk support; training users.

Maintains user confidence and protects operations by keeping information confidential.

Prepares technical reports by collecting, analyzing, and summarizing information and trends.

Contributes to team effort by accomplishing related results as needed.

Requirements
Solves organizational information problems and requirements by analyzing requirements.
Designing computer programs; recommending system controls and protocols.
Domain Knowledge on Human Resource Management/ Asset Management System/ Financial Management System/ Customer Relationship Management System/ E-commerce is added advantage.
Solves organizational information problems and requirements by analyzing requirements.
Designing computer programs; recommending system controls and protocols.
Domain Knowledge on Human Resource Management/ Asset Management System/ Financial Management System/ Customer Relationship Management System/ E-commerce is added advantage.

B-Tech",500000.0,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ba,na,na,1525,500000.0
eDiscovery Data Analyst,"Hyderabad, Telangana",Law In Order,"₹3,00,000 - ₹6,00,000 a year",Organic,"Primary Responsibilities
Job coordination
Provide guidance and instructions to our clients in relation to document review, information and data governance, eDiscovery, technology assisted review, and computer forensics
Protocol discussions (and knowledge) and assistance in directions hearings
Project Management/Consulting work as required
Proactively present ideas and new processes to existing clients in line with LIO national standards
implement various cutting-edge technology to help maximise efficiency of the projects
Expectations
Manage/perform the technical aspects of the relevant processes for matters including (but not limited to) Electronic Evidence Discovery, file and data conversion, OCR and image manipulation.
Design and scope technical workflow to client requests
Relativity uploads
eDiscovery Data Processing
Key word search
Near-duplicate/email threading
Data/file manipulation tasks
Role Requirements
Ability to work to deadlines and under pressure
High attention to detail
Delivering goals in a changing environment
Ability to follow through in a timely manner with all set tasks
Solid written and verbal communication skills
Intimate understanding of industry supported databases with database management experience
Able to query and manipulate data using Access, SQL and other data base tools
Project management experience and skills
Vacancies - 2

Why should you apply?
Excellent growth and advancement opportunities
Great pay
Remote working opportunity
Excellent leave benefits
Interested?

Please contact me on Praharsha.Reddy@lawinorder.com.
Contact number: 9959273337",300000.0,600000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,data analyst,na,Hyderabad,1600,450000.0
Virtual Data Analyst,"Lucknow, Uttar Pradesh",ARDEM Data Services Private Limited,"₹1,44,000 - ₹1,80,000 a year",Organic,"Job Summary
Our brand is rapidly growing and it’s time to add to our production Team! We are looking for an enthusiastic Virtual Data Analyst who fits with our company culture and is excited to evaluate, manage, and maintain the quality of all of our projects!
ARDEM Data Services, part of a US-based global professional services company, is experiencing rapid growth and working for many notable large companies. We provide specialized “boutique” outsourcing and business automation solutions in the US and abroad. Our clients include fashion moguls, pop culture clients, and other household name brands! Companies come to us when they are looking for a true partner to help them grow for long term capacity. With every person we add to our production team- we are looking for them to help us provide our clients with the white-glove service they desire.
We are looking for graduate candidates who could work with us during the Night Shift, i.e., 12:00 AM to 09:00 AM, five days a week.
Work from Home Opportunity - Job Requirements:
* Job Type: Either Full time (8 Hrs) or Part-time
* Nature of Work: Data Processing of US Logistics invoices
* Work Time: 12:00 AM to 09:00 AM (Monday to Friday)
* Shift Time: Nightshift
* Employment Type: Contractual
* Graduates: B.Tech/B.Sc/B.Com/BBA
* Postgraduates: M.Tech/M.Sc/M.Com/MBA
* Communication: Excellent English Skills
* Resources: PC/Laptop and Broadband connection.
* Experience: Both Freshers and Experienced candidates can apply.
* If you are looking for an exciting work from home opportunity then look no further as we are hiring processors and analysts to work from home!
* Learn more at- https://ardem.com/
Job Types: Full-time, Part-time
Salary: ₹144,000.00 - ₹180,000.00 per year
Education:
Bachelor's (Preferred)
Location:
Lucknow, Uttar Pradesh (Preferred)
Language:
English (Required)
Shifts:
Night (Preferred)
Application Question:
Do you have a Laptop and Broadband Connection at your home?",144000.0,180000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data analyst,na,Lucknow,1955,162000.0
Data Analyst,"Mumbai, Maharashtra",Locobuzz Solutions Pvt. Ltd.,"₹2,40,000 - ₹5,00,000 a year",Organic,"Responsibilities:
· Work with large amounts of listening data, facts, figures, and number crunching. The Data Analysts will see through the data and analyze it to find conclusions
· Look at the numbers, trends, and data and come to new conclusions based on the findings
· Creating visualizations and dashboards to help the company interpret and make decisions with the data.
· Presenting the results of a technical analysis to business clients or internal teams
· Attention to Detail - WIll have to make sure that the data is precise and make sure they are vigilant in their analysis to come to correct conclusions.
· Analyze user engagement, user behavior to identify habits of online customers and suggest ways to reach a broader audience
· Research how emerging social networks and features can benefit the company and clients
· Research and administer social media tools daily in support of clients’ social media strategy / reports
· Monitor and evaluate social media results daily in coordination with client goals and benchmarks
· Communicate to team and management on project development, timelines, and results
· Work closely with the other team members to meet client goals and exceed their expectations
Professional Skills & Qualifications:
· Previous work experience as Data Analyst, Social Media Analyst or similar role
· Hands-on experience with social media platforms and digital marketing campaigns
· Understanding of SEO, keyword research and Google Analytics would be plus
· Experience with social media management tools available in the market
· Excellent communication skills
· Excellent with Microsoft Excel
· Strong statistical and mathematical skills
· Time management and multitasking skills
· A degree in Mathematics, Statistics, Business Analytics, Data Science and Analytics, Marketing, Communications or related field
· Additional qualifications in digital technologies or social media management is a plus
Expected Start Date: 17/8/2020
Job Type: Full-time
Salary: ₹240,000.00 - ₹500,000.00 per year
Experience:
Data Analysts: 1 year (Required)
Excel: 3 years (Required)
statistical and mathematical: 3 years (Preferred)",240000.0,500000.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,data analyst,na,Mumbai,2148,370000.0
Business Analyst,"New Delhi, Delhi",MedTourEasy,"₹7,00,000 a year",Organic,"We are looking for a Business Analyst who will be the vital link between our information technology capacity and our business objectives by supporting and ensuring the successful completion of analytical, building, testing and deployment tasks of our software product’s features.

Responsibilities

Define configuration specifications and business analysis requirements
Perform quality assurance
Define reporting and alerting requirements
Own and develop a relationship with partners, working with them to optimize and enhance our integration
Help design, document and maintain system processes
Report on common sources of technical issues or questions and make recommendations to the product team
Communicate key insights and findings to the product team
Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer
Requirements

Previous experience in Business / Systems Analysis or Quality Assurance
A degree in IT / Computer Science
Proven experience in eliciting requirements and testing
Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools
Solid experience in writing SQL queries
Basic knowledge in generating process documentation
Strong written and verbal communication skills including technical writing skills",700000.0,700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ba,na,Delhi,1337,700000.0
Data Scientist / Data Analyst,"Bengaluru, Karnataka",Bloom Consulting Services,₹10 - ₹15 an hour,Organic,"Data Scientist / Data Analyst
This position will be responsible for Finance Analytics product offerings thereby generate Business Performance Improvement opportunities for the Stake Holders. Our Client is looking for an experienced Senior Data Scientist to join our talented engineering team. As our data guru, you’ll be responsible for analyzing the large data set and making recommendations that will impact major business decisions. They are looking for a proven technical leader that can excel in a fun, fast-moving startup environment and help them elevate their customer experience.


Job Responsibilities
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of sales projections, processes, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modelling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Develop algorithms and predictive models, create prototype systems and visualizations
Implement and keep models in optimal production state
Strong data & visual presentation skills and ability to explain insights using tools like tableau, D3 charts or other tools.
Experience working with big data tools such as MapReduce, Pig, Spark and NoSQL data will be an add-on
Must have end-end hands-on experience in delivering & implementing data analytics models in production. Must have skills, such as Synthesizing data, defining the problem, feature engineering, building the model, deploying the same in production.
Ability to work closely with others to execute projects rapidly in a multi-disciplinary environment
Demonstrated data science experience in the Sales & Marketing domain with at least 3 to 4 projects delivered end-to-end, Ability to collaborate business and data science.
Strong project management skills, a passion to drive task based processes to successful completion – organized, strong communicator, high-energy and takes initiative
Consultative and collaboration skills; able to influence complex stakeholder communities
Education : Bachelor’s degree in computer science, statistics, engineering and relevant fields,

Experience : with 6+ years of hands-on experience in the following:
Statistical analysis tools such as R, Python, SAS, etc.
Machine learning techniques for classification, regression, clustering, decision trees, text analytics, deep learning & time-series data etc.
Scripting languages such as Python, Perl, Ruby, etc.


Strong communicator written and oral; able to work effectively with remote, global project teams


What You Need for this Position
You should have knowledge of:
Data Science
Data Analyst
SQL
R
Python
SAS
Python
Perl
Ruby
MapReduce
Pig
Spark and NoSQL
Aditional
No. of Positions
3
Education level
Bachelor’s Degree in Computer Science
Career level
Experienced",10.0,,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,data scientist,na,Bengaluru,3338,
Team Leader - Sport Data Analyst,"Chennai, Tamil Nadu",STATS SYSTEMS INDIA PVT LTD,"₹4,50,000 - ₹5,20,000 a year",Organic,"Ability to create and manage a plan for base level data entry across multiple sports, including but not limited to;
- Initial entry and daily maintenance of rosters
- Initial entry and daily maintenance of schedules
- Front-line results entry
Managerial updates and disciplinary matters
Employee availability and scheduling
Performance management & coaching
Resolving Client issues
Job Type: Full-time
Salary: ₹450,000.00 - ₹520,000.00 per year
Experience:
work: 5 years (Preferred)
Team Lead: 4 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)",450000.0,520000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data analyst,senior,Chennai,557,485000.0
Data Analyst,"Gurgaon, Haryana",HR Devi and Associates,"₹6,00,000 - ₹10,00,000 a year",Organic,"Data Analyst
Gurgaon


Responsibilities:

Interpret data, analyze results using statistical techniques and provide ongoing reports.
Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality.
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets.
Filter and “clean” data, and review reports and performance indicators to locate and correct code problems.
Work closely with management to prioritize business and information needs
Locate and define new process improvement opportunities.
Finding meaningful sense of Healthcare data using innovative techniques.
Talk and interact with different Healthcare stakeholders to understand their analytical requirement.
Develop statistical Models by leveraging best-in-class modeling techniques.

Requirements:
Technical expertise regarding data models, database design development, data mining and segmentation techniques.
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc)
Knowledge of statistics and experience using statistical packages for analysing large datasets (Excel, R, Python etc)
Strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Ability to learn quickly and work independently with complex, unstructured Initiatives
Flexibility and adaptability to work within tight deadlines and changing priorities
Education:Graduation
Masters/Bachelor Degree In Statistics, Mathematics, Economics, Engineering Or related fields from Premium Institutes only
Experience:-Min 2 yrs to 4 yrs of experience
1-4 years of experience in Analytical/Reporting/Modelling Skills
Age:-24 - 35 yrs age only
Health Insurance is provided
Experience
2 - 4 Years

Salary
6 Lac To 10 Lac P.A.

Industry
Analytic and Business Intelligence

Qualification
Other Bachelor Degree, MD/Medicinae Doctor

Key Skills
SQL Developer Python Developer segmentation techniques R Data Mining database design development


About Company
Company Name
N/A


About Company
ï»¿Doctors in India have invaluable experience to drive clinical research, and we help enable that. Our technology solutions structure clinical data for seamless clinical analytics THB offers breakthrough health technology products that empower organizations to understand and improve patient health in a personalized and engaging way. THB is dedicated to providing the tools and the team to identify and reverse potential health risks long before symptoms appear, and thereby, optimize health of its

Email ID
swati5547@gmail.com",600000.0,1000000.0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,data analyst,na,Gurgaon,2795,800000.0
Data Analyst,"Mumbai, Maharashtra",Ladder Step Human Consulting Private Limited,"₹2,00,000 - ₹5,00,000 a year",Organic,"Hi, Greetings from Ladder!! Hiring for Social Expert for Environmental company @ Navi Mumbai Position: Social Expert Location: Belapur Navi mumbai Job Description: Social Expert * Masters in Social Sciences/Social Work with minimum 3 yrs of R

Hi,
Greetings from Ladder!!
Hiring for Social Expert for Environmental company @ Navi Mumbai
Position: Social Expert
Location: Belapur Navi mumbai

Job Description:

Social Expert
Masters in Social Sciences/Social Work with minimum 3 yrs of RELEVANT experience;
Experience in conducting stakeholder consultations, R&R process, must be able to communicate effectively with government officials, private entities as well as public groups;
Excellent skills in Data analysis, management of large data sets, documentation, preparation of reports, presentations;
Must be able to manage and lead a team
Fluent in Marathi and English
Should be able to make decisions and coordinate with seniors
Interested candidates can call or forward their updated resume.

Regards,
Priyanka
7997993323",200000.0,500000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data analyst,na,Mumbai,1024,350000.0
Data Analyst,"Pune, Maharashtra",MAK'S CONSTRUCTION DATA ANALYSIS LLP,"₹24,000 - ₹38,000 a month",Organic,"Require a full-time Data Analyst for immediate joining & with the following requirements-
Responsibilities-
The Data Analyst will be responsible for collecting and analyzing data sets using various tools such as Microsoft Excel, Access, SQL etc. and presenting them in easy-to-understand formats.
The Data Analyst will be expected to retrieve data from the daily reports of construction contracts in the USA & develop spreadsheets and excel macros to filter, analyze, generate reports and draw conclusions from that data. It will be important to focus on the primary metrics while understanding the business requirements.
Interpret the data using statistical techniques and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
Technical Skills-
MS Office products including strong grasp of Excel (Charting, Formulae, Pivots) Advance Excel, MS Access
Added advantage - Knowledge of SQL, Python
Qualifications & Experience-
Graduation/Masters in statistics,
Self-motivated having Minimum Work experience of 1 to 3 years
Office Location & Timings-
Siddharth Tower, Kothrud, Pune
9.30 AM to 6.30 PM
Job Type: Full-time
Salary: ₹24,000.00 - ₹38,000.00 per month",288000.0,456000.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,data analyst,na,Pune,1272,372000.0
Business Analyst (Analytics 5+ years),"Pune, Maharashtra",coltech-consulting,"₹10,00,000 - ₹15,00,000 a year",Organic,"Job Summary
Coltech-Consulting UK ltd company are looking for talented experience Analytics BA's to work with their global banking client in Pune.
- Support Digital Product XFTs with reporting, analysis and insight as well as Adobe analytics expertise; identifying trends, areas of improvement and opportunities; creating hypothesis and making recommendations to improve product performance.
- Collaborate closely with other global/regional/local/offshore analytics teams to actively ensure the wealth of offline insights (transactional data insights, channel insights etc.) are integrated with digital analytics to support decision-making for stakeholders
- Work with product teams, market analytics and business owners to ensure all analytics data requirements are adequately articulated and captured
- Proactively facilitate and mediate discussions between the global tag management team and digital delivery to ensure all tag specifications are delivered in an agile manner and tied to digital deployment sprints
- Ensure testing team validates data flow for all web analytic tools and participate in UAT process to provide signoff. Facilitate and assist testing directly where necessary
- Regular engagement with global tag management team to champion best in class processes for streamlining data layer enablement
- Proactively raise and escalate all design / delivery changes to products and impact on data enablement to the digital analytics teams
Key Skills :
Must have experience in enabling data via Adobe Analytics and/or Google Analytics, creating dashboards and providing adhoc reports using either of these two tools.
Excellent hands-on digital analytical skills with proven ability to analyse complex data, identify key trends and opportunities, putting forward hypotheses and delivering recommendations.
Strong proficiency in Web analytics – particularly in the Adobe Analytics suite of products.
Strong troubleshooting abilities for data capture and web analytics implementation at a granular level
Proven knowledge and experience of SQL, BI/MIS (Teradata) platforms and other Database/Data Manipulation tools (Alteryx)
Experience in data visualization tools and techniques – previous experience with Qliksense, Tableau or similar
Strong working knowledge of customer and social listening tools
Good experience and knowledge of analytics tools – R/SAS/SPSS/STATA
Experience of working with behavioural and attitudinal data/segments and identify patterns on our digital properties
Expertise of manipulating data to create customer led, data driven reports
Strong understanding digital analytics space including web analytics and clickstream
Ability to drive analytics workstream with minimal oversight
Ability to train non-analyst stakeholders, teams and audiences to better use our digital analytics suite of tools
Good awareness of digital channel, including technical, commercial, market place and customer considerations
Desired candidates with the skill sets as an business Analyst, Data Analyst will be preferred for this positions
Job Type: Full-time
Salary: ₹1,000,000.00 - ₹1,500,000.00 per year
Experience:
business analyst: 5 years (Preferred)
Adobe Analytics and/or Google Analytics: 2 years (Required)
Work Remotely:
Temporarily due to COVID-19",1000000.0,1500000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,ba,na,Pune,3274,1250000.0
Marketing Campaign Analyst,"Mumbai, Maharashtra",WonderSmile,"₹3,00,000 - ₹3,50,000 a year",Organic,"About the Role
This is a great opportunity to join an innovative health & cosmetic company that is disrupting the industry by offering treatments using the best and latest technology.
With locations globally in Australia, NZ, London UK, Singapore & Hong Kong, and expanding internationally, our company is looking for a digital savvy marketing campaign analyst to join the team remotely.
The Marketing Campaign Analyst will be responsible for:
Developing and managing reporting dashboards to monitor campaign performance of paid and organic channels
Maintain data assets and audit as required to ensure accuracy of output
Analysing and assessing different data sources to build insights and recommendations that support strategy and business objectives
Create and deliver effective presentations by simplifying complex information
Data extraction from multiple platforms for campaign analysis
This role will report to the Digital Manager
Skills and experience
Please do not apply unless you meet the below criteria
Bachelor's Degree in related field or equivalent experience
Must have at least 2 years' experience in an analytics focused role in the marketing, media and advertising industry
Experience working remotely within a fluid and dynamic team
Must have sound experience on platforms such as Facebook, Google Ads, Google Analytics, Sales Force CRM and more
High proficiency in computer and internet use including Microsoft Office
Must have excellent written, verbal and communication skills
A professional who is results driven, a self-starter, customer-focused and resilient
Must be a team player and able to work with others
Key Competencies
Well-organised and Efficient
Be able to work in a fast-paced environment
Project Management Skills
High level of communication skills
Leadership and Interpersonal Skills
Technical Marketing Skills
Problem Solving Skills
Why Work for Us?
Highly rewarded – competitive salary
Young friendly team
Great work environment and positive culture
Please apply via Indeed and refrain from contacting our Customer Support line.
Job Type: Full-time
Salary: ₹300,000.00 - ₹350,000.00 per year
Experience:
total work: 2 years (Required)
Education:
Bachelor's (Preferred)
Work Remotely:
Yes",300000.0,350000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,na,na,Mumbai,2227,325000.0
Campaign Manager,"New Delhi, Delhi",INFOCRUNCH CAMPAIGNS PVT LTD,"₹8,00,000 - ₹12,00,000 a year",Organic,"This role is in management consulting with a special emphasis on data analysis, strategy formulation and monitoring for a major political party in India. This role is an ideal stepping stone for people who want to gain relevant experience in the governance/ development/ political space before applying to top-tier Business/ Public Policy schools in USA/ Europe or for more senior roles in consulting while the manager role is typically meant for post-MBA candidates looking for more exposure to the development/governance sectors before applying to international organizations in this space such as World Bank or the U.N. The role will have decent travel requirement, Delhi will be the base location.
Skills Required :
- The ability to quickly find data and analyse it to come up with actionable strategies to solve problems
- Excellent communication skills and impeccable command over the English language
- The ability to deal with ambiguity and uncertainty
- Moderate to high levels of awareness of the socio-political sector in India
- Working knowledge of MS-Office Suite (Excel, PowerPoint, Word)
Profile of Ideal Candidate :
- Should have a Bachelor's degree in Engineering/Law/Economics/Statistics (Analyst) or a Masters- degree from a top-tier institution (Associate) and have worked for a minimum of 1-3 years (Analyst) or 3-5 years (Associate) at an MNC or a venture-funded start-up.
- Exceptional candidates without work experience will be considered too.
Job Type: Full-time
Salary: ₹800,000.00 - ₹1,200,000.00 per year
Experience:
total work: 3 years (Preferred)
Education:
Master's (Preferred)
Language:
Assamese / Bengali (Preferred)",800000.0,1200000.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,manager,na,Delhi,1650,1000000.0
Senior Data Analyst,"Mumbai, Maharashtra",EDAPT INC.,"₹30,000 - ₹50,000 a month",Organic,"Job Overview
We are looking for an analytics manager to join our growing team of data analytics experts and manage the processes and people responsible for accurate data collection, processing, modeling and analysis. The ideal candidate has a knack for seeing solutions in sprawling data sets and the business mindset to convert insights into strategic opportunities for our company. The Analytics Manager will work closely with leaders across product, sales, and marketing to support and implement high-quality, data-driven decisions. They will ensure data accuracy and consistent reporting by designing and creating optimal processes and procedures for analytics employees to follow. They will use advanced data modeling, predictive modeling and analytical techniques to interpret key findings from company data and leverage these insights into initiatives that will support business outcomes. The right person for the job will apply their exhaustive knowledge of data analysis to solving real-world problems faced by our company and finding opportunities for improvement across multiple projects, teams and business units.
Responsibilities for Analytics Manager
Lead cross-functional projects using advanced data modeling and analysis techniques to discover insights that will guide strategic decisions and uncover optimization opportunities.
Build, develop and maintain data models, reporting systems, data automation systems, dashboards and performance metrics support that support key business decisions.
Design and build technical processes to address business issues.
Oversee the design and delivery of reports and insights that analyze business functions and key operations and performance metrics.
Recruit, train, develop and supervise analyst-level employees.
Ensure accuracy of data and deliverables of reporting employees with comprehensive policies and processes.
Manage and optimize processes for data intake, validation, mining and engineering as well as modeling, visualization and communication deliverables.
Examine, interpret and report results of analytical initiatives to stakeholders in leadership, technology, sales, marketing and product teams.
Oversee the data/report requests process: tracking requests submitted, prioritization, approval, etc.
Develop and implement quality controls and departmental standards to ensure quality standards, organizational expectations, and regulatory requirements.
Anticipate future demands of initiatives related to people, technology, budget and business within your department and design/implement solutions to meet these needs.
Organize and drive successful completion of data insight initiatives through effective management of analyst and data employees and effective collaboration with stakeholders.
Communicate results and business impacts of insight initiatives to stakeholders within and outside of the company.
Qualifications for Analytics Manager
Working knowledge of data mining principles: predictive analytics, mapping, collecting data from multiple data systems on premises and cloud-based data sources.
Strong SQL skills, ability to perform effective querying involving multiple tables and subqueries.
Understanding of and experience using analytical concepts and statistical techniques: hypothesis development, designing tests/experiments, analyzing data, drawing conclusions, and developing actionable recommendations for business units.
Experience and knowledge of statistical modeling techniques: GLM multiple regression, logistic regression, log-linear regression, variable selection, etc.
Experience writing advanced SAS code statements, models, and macros.
Experience working with and creating databases and dashboards using all relevant data to inform decisions.
Experience using analytics techniques to contribute to company growth efforts, increasing revenue and other key business outcomes.
Strong problem solving, quantitative and analytical abilities.
Strong ability to plan and manage numerous processes, people and projects simultaneously.
Excellent communication, collaboration and delegation skills.
We’re looking for someone with at least 5 years of experience in a position monitoring, managing, manipulating and drawing insights from data, and someone with at least 3 years of experience leading a team. The right candidate will also be proficient and experienced with the following tools/programs:
Strong programming skills with querying languages: SLQ, SAS, etc.
Experience with big data tools: Teradata, Aster, Hadoop, etc.
Experience with testing tools such as Adobe Test & Target
Experience with data visualization tools: Tableau, Raw, chart.js, etc.
Experience with Adobe Analytics and other analytics tools
C, C++, JAVA, or other programming languages
Experience with Excel, Word, and PowerPoint
FOLLOW Us on LinkedIn for further updates.
https://www.linkedin.com/company/edaptapp
https://edaptapp.com/
Job Types: Full-time, Part-time, Temporary, Contract
Salary: ₹30,000.00 - ₹50,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
Yes",360000.0,600000.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,data analyst,senior,Mumbai,5132,480000.0
Business Analyst,"Bengaluru, Karnataka",loyalytics consulting,"₹4,00,000 - ₹8,00,000 a year",Organic,"Experience required: 1 – 3 years

Job Summary:
We are looking for a passionate Data Analyst to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include the full lifecycle activities beginning from requirements gathering, developing and executing the analysis plan, preparing and presenting the findings and continuous monitoring of the performance of the solution to make improvements.
Loyalytics is a start up and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.

Job Description:
1-3 years of experience in analytics role.
Hands on experience in statistical modelling software such as R, Python or SAS (optional) along with data visualization tools like Tableau
Good understanding of statistical and predictive modeling concepts.
Strong expertise in SQL programming (This is a must requirement).
Excellent analytical thinking, and problem solving skills.
Experience in project management and handling client communications would be a plus.
Excellent communication (written/verbal) skills, including logically structuring and delivering presentations.
Open to learning new methods/techniques in the ever changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail.",400000.0,800000.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,ba,na,Bengaluru,1568,600000.0
Data Analyst,"Bengaluru, Karnataka",Proziod,"₹5,60,068 a year",Organic,"VOICE SUPPORT & E-MAIL SUPPORT

Minimum of 1 to 3 yrs years of experience with a proven track record as a Business
Analyst in customer enterprise/ Energy Industry. Experience in financial services,
Energy, or healthcare preferred.
This position is responsible for supporting the design and development of reporting
data from the contact center technology suite of tools.
Duties include manipulation of data between various systems, data quality verification, publishing actionable data in standard reporting formats, reviewing output to assess compliance to expectations and canvassing customer reaction to output.
This individual also acts as a liaison in information exchange, requirements gathering, and problem resolution and is responsible for satisfying customer expectations by ensuring the data quality of reports and providing in-depth support for data integrity issues.
Additional requirements include providing recommendations for product and/or process improvement, training, and documentation of both process and issues and the analysis of data in support of continuous contact center improvement.



Requirements
Education: Graduate/ Any Postgraduate


Benefits
Salary: Best in industry",560068.0,560068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data analyst,na,Bengaluru,1200,560068.0
Financial Research Analyst_Renewables Industry_US Based MNC_...,"Mumbai, Maharashtra",Arin Consultancy Private Limited,"₹7,50,000 a year",Organic,"Responsibilities
Hiring diligent and creative research analysts who are comfortable with large data sets and conducting thematic research on the renewables industry.
1) Track Renewable Energy Projects from very early stage opportunities through their end-of-life decommissioning
2) Assist our North American based Head of Research with periodic inbound data requests from our clients
3) Help with the production of data-driven research reports derived from the databases we create and maintain.
Requirements:
1) Strong organizational skills
2) Attention to detail
3)Interest in the underlying subject matter_Renewable energy
4)Prior experience collecting, interpreting, visualizing and organizing data for a market research or financial industry company is also a plus.
CTC : Upto 7.5 LPA
Job Type: Full-time
Experience:
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19",750000.0,750000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,Mumbai,928,750000.0
Junior Data Scientist,"Pune, Maharashtra",The Learners Camp,"₹50,000 - ₹60,000 a month",Organic,"Job Description:
Work with Data Scientists and Product Managers to frame a problem, both mathematically and within the business context
Perform exploratory data analysis to gain a deeper understanding of the problem
Construct and fit statistical, machine learning, or optimization models
Write production modeling code;
Collaborate with Software Engineers to implement algorithms in production Design and run both simulated and live traffic experiments
Analyze experimental and observational data; communicate findings; facilitate launch decisions
Skills:
Python Basic
R Basic
SQL
Job Types: Full-time, Fresher, Walk-In
Salary: ₹50,000.00 - ₹60,000.00 per month
Experience:
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
Yes",600000.0,720000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,data scientist,na,Pune,756,660000.0
Business Analyst Data Analyst Big Data Analytics,"Bengaluru, Karnataka",Aine Ai Infotech,"₹4,00,000 - ₹7,00,000 a year",Organic,"1. Handle Data Analytics processes using various solutions such as: Tableau / QlikView / SAS / SPSS
2. Working on programming languages such as R, Phyton, SQL
3.Â Provide quality assurance of imported data, working with quality assurance analyst, if necessary
4. Assist our Technology and Digital Capability teams in:
Managing master data, including creation, updates, and deletion / ETL
Creating and cleaning data sources, transform and mine data
Leverage analytics to identify data patterns or build analytics
Integrating big data analytics with spatial analytics
Managing and designing the reporting environment, including data sources, security, and metadata.
Build data visualization in dashboard application to display reports
Generating reports from single or multiple systems.
Providing technical expertise on data storage structures, data mining, and data cleansing

0.00-3.00 Years",400000.0,700000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,data analyst,na,Bengaluru,891,550000.0
